# L= 50  beta= [1.0]  t_max= 20.0  steps= 2000
t 	  D= [80]
15.2	-0.04107450276507332
15.3	-0.0404076208590746
15.4	-0.039592504157984265
15.5	-0.038720890631094435
15.6	-0.03785229484215472
15.7	-0.037028432374417844
15.8	-0.03628115556746017
15.9	-0.035593134241210814
16	-0.034850934663970615
16.1	-0.03386813031101154
16.2	-0.03247034156291715
16.3	-0.03056709351078506
16.4	-0.028174326947639137
16.5	-0.025403241439071474
16.6	-0.02244141737393748
16.7	-0.019542310256343474
16.8	-0.017026214784016388
16.9	-0.015274913745902969
17	-0.014684693603075144
17.1	-0.015575980215510486
17.2	-0.01811317212597063
17.3	-0.022269386394052335
17.4	-0.02781392782743337
17.5	-0.03431058467601047
17.6	-0.041161682741913425
17.7	-0.047725978025719366
17.8	-0.05346292878270463
17.9	-0.05802338739370078
18	-0.06126403580176606
18.1	-0.06317991211515789
18.2	-0.06375370889970228
18.3	-0.06283209551129613
18.4	-0.0601989872506714
18.5	-0.05581531698635413
18.6	-0.049970271142131914
18.7	-0.04320405375626523
18.8	-0.036099351746230204
18.9	-0.02907039159989064
19	-0.022257254626818698
19.1	-0.015642790233349937
19.2	-0.00939150206943305
19.3	-0.004179480662365031
19.4	-0.001230031671434543
19.5	-0.002079394331405088
19.6	-0.00835563680585785
19.7	-0.021617279664779488
19.8	-0.04305980477904595
19.9	-0.07311046244110478
20	-0.11108341242039779
