
# L= 80  beta= [2.0]  t_max= 30.0  steps= 2000,D= [60] #
t 	 E 	 mag
8.955	-76.8602046352642	-0.10911092238729705
8.97	-76.86020454974566	-0.10924048224123688
8.985	-76.86020446400063	-0.10937622359913826
9	-76.86020437815897	-0.10951762277288365
9.015	-76.86020429235074	-0.10966414213610215
9.03	-76.86020420670057	-0.10981523215367436
9.045	-76.86020412133088	-0.10997033342959706
9.06	-76.8602040363602	-0.11012887876559732
9.075	-76.86020395189904	-0.11029029522298923
9.09	-76.86020386805554	-0.110454006180343
9.105	-76.860203784929	-0.11061943337960461
9.12	-76.86020370261309	-0.11078599895349896
9.135	-76.86020362119196	-0.11095312742716018
9.15	-76.86020354074478	-0.11112024768715048
9.165	-76.86020346133795	-0.111286794911197
9.18	-76.86020338303018	-0.11145221245226142
9.195	-76.8602033058712	-0.11161595367074476
9.21	-76.86020322989808	-0.11177748370894136
9.225	-76.86020315513868	-0.11193628120213646
9.24	-76.86020308160919	-0.1120918399210308
9.255	-76.86020300931507	-0.1122436703405097
9.27	-76.86020293824791	-0.11239130113010845
9.285	-76.86020286838755	-0.11253428056187145
9.3	-76.86020279970467	-0.11267217783166125
9.315	-76.86020273215365	-0.11280458429032664
9.33	-76.86020266567915	-0.11293111458156063
9.345	-76.86020260021125	-0.11305140768360228
9.36	-76.86020253566743	-0.1131651278523782
9.375	-76.86020247195444	-0.11327196546404164
9.39	-76.86020240896494	-0.11337163775525937
9.405	-76.86020234657983	-0.11346388946002174
9.42	-76.86020228466937	-0.11354849334211176
9.435	-76.86020222308835	-0.1136252506227688
9.45	-76.86020216168446	-0.11369399130349966
9.465	-76.86020210029143	-0.11375457438431583
9.48	-76.860202038733	-0.11380688797810927
9.495	-76.86020197682274	-0.11385084932220577
9.51	-76.86020191436509	-0.11388640468851818
9.525	-76.86020185115397	-0.11391352919404875
9.54	-76.8602017869763	-0.11393222651384835
9.555	-76.86020172160862	-0.11394252849884437
9.57	-76.86020165482246	-0.11394449470127088
9.585	-76.86020158638071	-0.11393821181071848
9.6	-76.86020151604218	-0.113923793004116
9.615	-76.86020144355994	-0.11390137721319654
9.63	-76.86020136868163	-0.11387112831326515
9.645	-76.86020129115087	-0.11383323423730693
9.66	-76.8602012107111	-0.11378790601967592
9.675	-76.86020112710128	-0.11373537677379708
9.69	-76.86020104006016	-0.11367590060849206
9.705	-76.86020094932586	-0.11360975148768049
9.72	-76.86020085463765	-0.11353722203834317
9.735	-76.86020075573528	-0.11345862231173279
9.75	-76.86020065236086	-0.11337427850292922
9.765	-76.86020054426025	-0.11328453163388601
9.78	-76.86020043118273	-0.11318973620515999
9.795	-76.86020031288236	-0.11309025882157187
9.81	-76.86020018911964	-0.11298647679702091
9.825	-76.86020005965948	-0.11287877674368456
9.84	-76.86019992427575	-0.11276755315080428
9.855	-76.86019978274958	-0.11265320695820369
9.87	-76.86019963487021	-0.112536144129609
9.885	-76.86019948043868	-0.11241677423078748
9.9	-76.86019931926106	-0.1122955090173605
9.915	-76.86019915115978	-0.11217276103711457
9.93	-76.86019897596488	-0.1120489422513957
9.945	-76.86019879351903	-0.1119244626801143
9.96	-76.86019860367763	-0.11179972907466691
9.975	-76.8601984063074	-0.1116751436229311
9.99	-76.86019820129117	-0.11155110269028885
10.005	-76.86019798852254	-0.11142799560043681
10.02	-76.86019776791018	-0.11130620345953718
10.035	-76.86019753937775	-0.11118609802703275
10.05	-76.86019730286051	-0.11106804063622114
10.065	-76.86019705831279	-0.11095238116747051
10.08	-76.86019680569964	-0.11083945707666988
10.095	-76.86019654500366	-0.11072959248130898
10.11	-76.86019627622014	-0.11062309730631471
10.125	-76.86019599936176	-0.11052026649150201
10.14	-76.86019571445384	-0.11042137926224574
10.155	-76.86019542153748	-0.11032669846475165
10.17	-76.86019512066838	-0.11023646996700243
10.185	-76.86019481191754	-0.11015092212623004
10.2	-76.86019449536681	-0.11007026532349706
10.215	-76.86019417111523	-0.10999469156573771
10.23	-76.86019383927413	-0.10992437415532372
10.245	-76.86019349996823	-0.10985946742701266
10.26	-76.86019315333375	-0.10980010655188818
10.275	-76.86019279952068	-0.10974640740767329
10.29	-76.86019243869013	-0.10969846651454987
10.305	-76.86019207101378	-0.10965636103545504
10.32	-76.86019169667541	-0.10962014883955637
10.335	-76.86019131586802	-0.10958986862745257
10.35	-76.86019092879357	-0.10956554011644662
10.365	-76.86019053566402	-0.10954716428405484
10.38	-76.8601901366968	-0.109534723667749
10.395	-76.86018973212234	-0.10952818271879552
10.41	-76.86018932217223	-0.10952748820785327
10.425	-76.86018890708685	-0.10953256967994968
10.44	-76.86018848711186	-0.10954333995624288
10.455	-76.86018806249851	-0.10955969567993118
10.47	-76.86018763349975	-0.10958151790355074
10.485	-76.86018720037322	-0.10960867271482441
10.5	-76.86018676337987	-0.10964101189815922
10.515	-76.86018632278142	-0.10967837362881902
10.53	-76.86018587884126	-0.10972058319677741
10.545	-76.86018543182469	-0.10976745375719923
10.56	-76.8601849819946	-0.10981878710448409
10.575	-76.86018452961487	-0.10987437446683265
10.59	-76.86018407494706	-0.10993399731822101
10.605	-76.86018361825256	-0.10999742820478212
10.62	-76.86018315978747	-0.11006443158252685
10.635	-76.86018269980745	-0.11013476466345487
10.65	-76.86018223856314	-0.11020817826707968
10.665	-76.86018177630301	-0.11028441767451164
10.68	-76.86018131326864	-0.1103632234822611
10.695	-76.86018084969687	-0.11044433245302879
10.71	-76.86018038582418	-0.11052747836083429
10.725	-76.86017992187385	-0.11061239282787173
10.74	-76.86017945806756	-0.11069880615069075
10.755	-76.86017899462229	-0.11078644811327594
10.77	-76.86017853174556	-0.1108750487847878
10.785	-76.86017806963795	-0.11096433929984614
10.8	-76.86017760849667	-0.11105405261931917
10.815	-76.86017714850927	-0.11114392426970965
10.83	-76.86017668985733	-0.11123369305940484
10.845	-76.86017623271583	-0.11132310177013305
10.86	-76.8601757772502	-0.11141189782211672
10.875	-76.86017532362256	-0.1114998339115798
10.89	-76.86017487198626	-0.11158666861934552
10.905	-76.86017442248784	-0.11167216698944213
10.92	-76.86017397526722	-0.11175610107675231
10.935	-76.86017353045786	-0.11183825046287174
10.95	-76.86017308818815	-0.11191840273948311
10.965	-76.86017264857617	-0.11199635395866953
10.98	-76.86017221174095	-0.11207190904975976
10.995	-76.8601717777893	-0.11214488220233981
11.01	-76.86017134682707	-0.1122150972153042
11.025	-76.8601709189532	-0.11228238781181873
11.04	-76.8601704942621	-0.11234659792027318
11.055	-76.86017007284538	-0.11240758192136552
11.07	-76.86016965478804	-0.11246520486156392
11.085	-76.86016924017258	-0.1125193426333159
11.1	-76.8601688290806	-0.11256988212245914
11.115	-76.86016842158803	-0.11261672132335054
11.13	-76.86016801776648	-0.11265976942236222
11.145	-76.8601676176922	-0.11269894685044173
11.16	-76.86016722143322	-0.11273418530546817
11.175	-76.86016682905945	-0.11276542774530103
11.19	-76.86016644063935	-0.11279262835236571
11.205	-76.86016605623999	-0.11281575247074616
11.22	-76.86016567592718	-0.11283477651677115
11.235	-76.86016529976965	-0.11284968786412877
11.25	-76.86016492783477	-0.11286048470456991
11.265	-76.8601645601899	-0.11286717588530054
11.28	-76.86016419690479	-0.11286978072418823
11.295	-76.86016383804782	-0.11286832880389297
11.31	-76.8601634836927	-0.11286285974610175
11.325	-76.86016313390998	-0.11285342296697709
11.34	-76.86016278877524	-0.1128400774150144
11.355	-76.86016244836411	-0.1128228912924239
11.37	-76.8601621127553	-0.11280194176119127
11.385	-76.86016178202883	-0.11277731463494511
11.4	-76.86016145626705	-0.11274910405773722
11.415	-76.86016113555391	-0.11271741217082973
11.43	-76.86016081997474	-0.11268234876855907
11.445	-76.86016050961848	-0.11264403094431771
11.46	-76.86016020457512	-0.1126025827276646
11.475	-76.86015990493497	-0.11255813471354145
11.49	-76.86015961079241	-0.11251082368456602
11.505	-76.86015932224097	-0.1124607922272873
11.52	-76.8601590393764	-0.1124081883433004
11.535	-76.86015876229396	-0.1123531650560632
11.55	-76.86015849109249	-0.11229588001421323
11.565	-76.86015822586849	-0.1122364950921492
11.58	-76.86015796671765	-0.11217517598862044
11.595	-76.86015771373809	-0.1121120918240106
11.61	-76.8601574670251	-0.11204741473695913
11.625	-76.86015722667359	-0.11198131948096793
11.64	-76.86015699277591	-0.11191398302154881
11.655	-76.86015676542308	-0.11184558413450046
11.67	-76.86015654470283	-0.11177630300579255
11.685	-76.86015633070214	-0.11170632083359239
11.7	-76.86015612349938	-0.11163581943285764
11.715	-76.86015592317514	-0.1115649808429813
11.73	-76.86015572980125	-0.1114939869388398
11.745	-76.86015554344556	-0.11142301904569986
11.76	-76.86015536417135	-0.11135225755831722
11.775	-76.86015519203512	-0.11128188156460593
11.79	-76.86015502708521	-0.1112120684742019
11.805	-76.86015486936746	-0.11114299365229183
11.82	-76.8601547189153	-0.1110748300589737
11.835	-76.86015457575937	-0.111007747894528
11.85	-76.86015443991552	-0.1109419142508605
11.865	-76.86015431139708	-0.11087749276947842
11.88	-76.86015419020545	-0.11081464330625719
11.895	-76.86015407633296	-0.11075352160337065
11.91	-76.86015396976174	-0.11069427896865637
11.925	-76.86015387046362	-0.11063706196277978
11.94	-76.86015377840211	-0.11058201209450971
11.955	-76.86015369352846	-0.11052926552446252
11.97	-76.860153615782	-0.11047895277765704
11.985	-76.86015354509362	-0.11043119846527605
12	-76.86015348138201	-0.11038612101598685
12.015	-76.86015342455478	-0.11034383241722664
12.03	-76.86015337450792	-0.1103044379668747
12.045	-76.86015333112671	-0.11026803603570126
12.06	-76.86015329428567	-0.11023471784107987
12.075	-76.86015326384806	-0.11020456723236335
12.09	-76.86015323966618	-0.11017766048841693
12.105	-76.86015322158079	-0.11015406612777172
12.12	-76.86015320942548	-0.1101338447319004
12.135	-76.86015320301969	-0.1101170487820729
12.15	-76.86015320217618	-0.11010372251034509
12.165	-76.86015320669587	-0.1100939017651439
12.18	-76.86015321637281	-0.11008761389199206
12.195	-76.86015323099198	-0.11008487762986308
12.21	-76.86015325033007	-0.11008570302368617
12.225	-76.86015327415657	-0.1100900913535129
12.24	-76.86015330223434	-0.11009803508083782
12.255	-76.8601533343212	-0.11010951781255977
12.27	-76.86015337016659	-0.1101245142830593
12.285	-76.86015340951847	-0.11014299035486876
12.3	-76.86015345211972	-0.11016490303833452
12.315	-76.86015349770854	-0.11019020053071632
12.33	-76.86015354602428	-0.11021882227510449
12.345	-76.86015359679875	-0.11025069903947898
12.36	-76.86015364977146	-0.11028575301628626
12.375	-76.86015370467331	-0.11032389794272762
12.39	-76.86015376124193	-0.11036503924209594
12.405	-76.86015381921516	-0.1104090741862579
12.42	-76.8601538783358	-0.11045589207948665
12.435	-76.86015393834326	-0.11050537446368108
12.45	-76.86015399899088	-0.1105573953450628
12.465	-76.86015406003075	-0.11061182144224461
12.48	-76.86015412122528	-0.11066851245564446
12.495	-76.86015418234183	-0.11072732135804161
12.51	-76.8601542431558	-0.1107880947060763
12.525	-76.86015430345249	-0.11085067297238049
12.54	-76.86015436302579	-0.11091489089796924
12.555	-76.86015442168362	-0.11098057786446335
12.57	-76.86015447923964	-0.11104755828559809
12.585	-76.86015453552251	-0.11111565201745197
12.6	-76.86015459037425	-0.11118467478670023
12.615	-76.86015464364885	-0.11125443863613924
12.63	-76.86015469521384	-0.11132475238666634
12.645	-76.860154744953	-0.1113954221147922
12.66	-76.86015479276115	-0.11146625164470311
12.675	-76.8601548385547	-0.11153704305382273
12.69	-76.86015488226059	-0.11160759719069865
12.705	-76.86015492382312	-0.11167771420405596
12.72	-76.86015496320336	-0.11174719408168833
12.735	-76.86015500037972	-0.111815837197866
12.75	-76.86015503534583	-0.11188344486782242
12.765	-76.86015506811437	-0.1119498199078647
12.78	-76.86015509871172	-0.11201476719954213
12.795	-76.86015512718416	-0.11207809425632001
12.81	-76.86015515359344	-0.11213961179107483
12.825	-76.86015517801613	-0.11219913428275613
12.84	-76.86015520054796	-0.11225648054048513
12.855	-76.86015522129885	-0.11231147426331028
12.87	-76.86015524039625	-0.11236394459385858
12.885	-76.86015525798001	-0.11241372666404657
12.9	-76.86015527420766	-0.112460662131043
12.915	-76.86015528924875	-0.11250459970163401
12.93	-76.86015530328825	-0.11254539564315304
12.945	-76.86015531652191	-0.11258291427913758
12.96	-76.86015532915883	-0.11261702846789498
12.975	-76.86015534141906	-0.11264762006215477
12.99	-76.86015535353559	-0.11267458034804162
13.005	-76.8601553657481	-0.11269781046160304
13.02	-76.86015537830558	-0.11271722178118983
13.035	-76.86015539146582	-0.11273273629404094
13.05	-76.86015540549326	-0.11274428693543243
13.065	-76.86015542065724	-0.11275181789887259
13.08	-76.86015543723471	-0.11275528491586614
13.095	-76.8601554555022	-0.112754655503817
13.11	-76.86015547574203	-0.11274990918079919
13.125	-76.86015549823588	-0.11274103764592751
13.14	-76.86015552326789	-0.11272804492422296
13.155	-76.86015555111886	-0.11271094747492524
13.17	-76.86015558207059	-0.11268977426235494
13.185	-76.86015561639942	-0.1126645667884868
13.2	-76.86015565437891	-0.11263537908658354
13.215	-76.86015569627659	-0.11260227767529182
13.23	-76.86015574235351	-0.1125653414727902
13.245	-76.86015579286452	-0.11252466167067497
13.26	-76.8601558480537	-0.11248034156740926
13.275	-76.86015590815687	-0.11243249636132693
13.29	-76.86015597339966	-0.11238125290328543
13.305	-76.86015604399552	-0.11232674940922659
13.32	-76.8601561201453	-0.11226913513305328
13.335	-76.86015620203753	-0.11220857000036757
13.35	-76.86015628984474	-0.11214522420375292
13.365	-76.86015638372764	-0.11207927776045029
13.38	-76.8601564838266	-0.1120109200333997
13.395	-76.86015659027127	-0.11194034921680401
13.41	-76.8601567031689	-0.11186777178742704
13.425	-76.86015682261338	-0.11179340192310588
13.44	-76.86015694868037	-0.11171746088996067
13.455	-76.86015708142476	-0.11164017640001417
13.47	-76.86015722088612	-0.11156178194101875
13.485	-76.86015736708308	-0.1114825160804032
13.5	-76.86015752001653	-0.11140262174541646
13.515	-76.86015767966856	-0.11132234548159417
13.53	-76.86015784600006	-0.11124193669182662
13.545	-76.86015801895697	-0.1111616468584045
13.56	-76.86015819846298	-0.1110817287504524
13.575	-76.86015838442604	-0.11100243561934107
13.59	-76.86015857673353	-0.11092402038463903
13.605	-76.8601587752561	-0.11084673481332002
13.62	-76.86015897984929	-0.11077082869493327
13.635	-76.86015919034827	-0.11069654901552298
13.65	-76.86015940657497	-0.11062413913313501
13.665	-76.86015962833483	-0.11055383795772661
13.68	-76.86015985541918	-0.11048587913837281
13.695	-76.86016008760453	-0.11042049026061687
13.71	-76.86016032465626	-0.11035789205685159
13.725	-76.86016056632683	-0.11029829763257554
13.74	-76.86016081235779	-0.11024191171134903
13.755	-76.8601610624815	-0.11018892990125613
13.77	-76.86016131642118	-0.11013953798561069
13.785	-76.86016157389255	-0.11009391124058995
13.8	-76.86016183460534	-0.11005221378243366
13.815	-76.86016209826376	-0.11001459794673776
13.83	-76.86016236456906	-0.10998120370230163
13.845	-76.86016263321758	-0.1099521581018838
13.86	-76.86016290390708	-0.10992757477212518
13.875	-76.860163176335	-0.10990755344474817
13.89	-76.86016345019978	-0.10989217953104902
13.905	-76.86016372520118	-0.10988152374154955
13.92	-76.86016400104482	-0.10987564175253116
13.935	-76.86016427744171	-0.10987457392101381
13.95	-76.86016455410785	-0.10987834504960134
13.965	-76.86016483076932	-0.109886964202439
13.98	-76.86016510715936	-0.10990042457334999
13.995	-76.86016538302361	-0.10991870340705542
14.01	-76.86016565811764	-0.10994176197418454
14.025	-76.86016593221113	-0.10996954560060804
14.04	-76.86016620508626	-0.11000198375142353
14.055	-76.86016647654053	-0.11003899016974668
14.07	-76.8601667463886	-0.110080463070238
14.085	-76.86016701446206	-0.11012628538712875
14.1	-76.86016728060561	-0.11017632507628558
14.115	-76.86016754468774	-0.11023043547068753
14.13	-76.8601678065943	-0.11028845568843876
14.145	-76.86016806623044	-0.11035021109229576
14.16	-76.86016832352149	-0.11041551379947939
14.175	-76.8601685784141	-0.11048416324033355
14.19	-76.86016883087665	-0.11055594676422531
14.205	-76.86016908089562	-0.11063064029087555
14.22	-76.86016932848406	-0.1107080090051942
14.235	-76.86016957367337	-0.11078780809340101
14.25	-76.86016981651635	-0.11086978351819922
14.265	-76.86017005709046	-0.11095367283048943
14.28	-76.86017029549153	-0.11103920601501283
14.295	-76.86017053183635	-0.11112610636719096
14.31	-76.86017076626587	-0.11121409139825156
14.325	-76.86017099893684	-0.11130287376562994
14.34	-76.86017123002834	-0.1113921622255365
14.355	-76.86017145973717	-0.11148166260445677
14.37	-76.86017168827993	-0.11157107878627207
14.385	-76.86017191588822	-0.11166011371160679
14.4	-76.86017214281208	-0.111748470385958
14.415	-76.8601723693154	-0.11183585289306838
14.43	-76.86017259567693	-0.11192196741001889
14.445	-76.86017282218948	-0.11200652322043961
14.46	-76.86017304915467	-0.11208923372224311
14.475	-76.8601732768887	-0.11216981742629664
14.49	-76.86017350571397	-0.11224799894241766
14.505	-76.86017373596155	-0.11232350994915835
14.52	-76.86017396796889	-0.11239609014382915
14.535	-76.86017420207843	-0.11246548816929888
14.55	-76.86017443863477	-0.11253146251415187
14.565	-76.860174677984	-0.11259378238288065
14.58	-76.86017492047209	-0.11265222853284709
14.595	-76.86017516644644	-0.11270659407490421
14.61	-76.86017541624703	-0.11275668523460118
14.625	-76.86017567020922	-0.1128023220711239
14.64	-76.86017592866457	-0.11284333915117298
14.655	-76.86017619193287	-0.11287958617516561
14.67	-76.8601764603265	-0.11291092855332388
14.685	-76.86017673414418	-0.1129372479293389
14.7	-76.86017701367221	-0.11295844264952107
14.715	-76.86017729918379	-0.11297442817550632
14.73	-76.8601775909315	-0.11298513743877499
14.745	-76.86017788915584	-0.11299052113550531
14.76	-76.86017819407306	-0.11299054796037772
14.775	-76.86017850588094	-0.11298520477830007
14.79	-76.8601788247565	-0.11297449673311356
14.805	-76.8601791508504	-0.11295844729266129
14.82	-76.86017948429152	-0.11293709822977407
14.835	-76.86017982518409	-0.11291050953897777
14.85	-76.86018017360281	-0.11287875928894749
14.865	-76.86018052959827	-0.11284194341099804
14.88	-76.86018089319228	-0.11280017542407922
14.895	-76.86018126437565	-0.11275358609703215
14.91	-76.86018164311287	-0.11270232304905893
14.925	-76.86018202933812	-0.11264655028959378
14.94	-76.86018242295343	-0.11258644769899273
14.955	-76.86018282383203	-0.11252221045168176
14.97	-76.86018323181736	-0.11245404838360493
14.985	-76.86018364672046	-0.11238218530603497
15	-76.86018406832284	-0.11230685826800998
15.015	-76.86018449637588	-0.11222831676985126
15.03	-76.86018493060023	-0.11214682193039831
15.045	-76.8601853706883	-0.1120626456107995
15.06	-76.86018581630283	-0.11197606949781677
15.075	-76.86018626707829	-0.11188738414981939
15.09	-76.86018672262287	-0.11179688800873817
15.105	-76.86018718251611	-0.11170488638141465
15.12	-76.86018764631511	-0.11161169039389153
15.135	-76.86018811354985	-0.11151761592229698
15.15	-76.86018858372887	-0.11142298250409335
15.165	-76.86018905633814	-0.11132811223350539
15.18	-76.86018953084417	-0.11123332864505417
15.195	-76.86019000669418	-0.11113895558915021
15.21	-76.86019048331876	-0.11104531610374875
15.225	-76.86019096013186	-0.11095273128609368
15.24	-76.8601914365348	-0.11086151916860573
15.255	-76.86019191191878	-0.11077199360292442
15.27	-76.8601923856625	-0.11068446315613989
15.285	-76.86019285713694	-0.11059923002320077
15.3	-76.86019332570984	-0.11051658895942729
15.315	-76.8601937907426	-0.11043682623699408
15.33	-76.86019425159745	-0.11036021862920822
15.345	-76.86019470763397	-0.11028703242624467
15.36	-76.86019515821957	-0.11021752248598726
15.375	-76.86019560272041	-0.11015193132340337
15.39	-76.86019604051589	-0.11009048824185388
15.405	-76.86019647099106	-0.11003340850949525
15.42	-76.86019689354448	-0.10998089258385407
15.435	-76.86019730758709	-0.10993312538743098
15.45	-76.86019771254661	-0.1098902756370507
15.465	-76.86019810786831	-0.10985249522945237
15.48	-76.8601984930185	-0.10981991868543925
15.495	-76.86019886748501	-0.10979266265468687
15.51	-76.86019923078058	-0.1097708254830914
15.525	-76.86019958244283	-0.10975448684432884
15.54	-76.86019992203626	-0.10974370743704251
15.555	-76.86020024915894	-0.10973852874887083
15.57	-76.8602005634352	-0.10973897288824364
15.585	-76.86020086452622	-0.1097450424846893
15.6	-76.8602011521238	-0.10975672065807804
15.615	-76.86020142595781	-0.1097739710570412
15.63	-76.86020168579331	-0.1097967379665089
15.645	-76.86020193143459	-0.1098249464840804
15.66	-76.86020216272243	-0.10985850276467585
15.675	-76.8602023795388	-0.10989729433270065
15.69	-76.86020258180574	-0.10994119046064914
15.705	-76.86020276948524	-0.10999004261289387
15.72	-76.86020294258081	-0.110043684953127
15.735	-76.86020310113864	-0.11010193491370987
15.75	-76.86020324524254	-0.11016459382492252
15.765	-76.86020337502379	-0.11023144760196396
15.78	-76.86020349064839	-0.11030226748722033
15.795	-76.86020359232853	-0.1103768108452497
15.81	-76.86020368031372	-0.1104548220076271
15.825	-76.86020375489373	-0.11053603316467134
15.84	-76.86020381639828	-0.11062016530088825
15.855	-76.86020386519388	-0.11070692917078422
15.87	-76.86020390168582	-0.11079602631158669
15.885	-76.86020392631315	-0.11088715008924299
15.9	-76.86020393954952	-0.11097998677396015
15.915	-76.860203941904	-0.11107421664144215
15.93	-76.8602039339138	-0.11116951509585773
15.945	-76.86020391614606	-0.11126555381053468
15.96	-76.86020388919857	-0.11136200188227585
15.975	-76.8602038536913	-0.11145852699513714
15.99	-76.86020381026987	-0.11155479658951198
16.005	-76.86020375960207	-0.1116504790322985
16.02	-76.86020370237335	-0.11174524478394277
16.035	-76.86020363928597	-0.11183876755816732
16.05	-76.86020357106003	-0.11193072547021223
16.065	-76.86020349842414	-0.11202080216943261
16.08	-76.86020342211819	-0.11210868795221564
16.095	-76.86020334289009	-0.11219408085117552
16.11	-76.86020326149105	-0.11227668769673027
16.125	-76.86020317867442	-0.11235622514722607
16.14	-76.86020309519348	-0.11243242068391412
16.155	-76.86020301179755	-0.11250501356719902
16.17	-76.86020292923291	-0.11257375575072824
16.185	-76.86020284823267	-0.11263841275001983
16.2	-76.8602027695226	-0.11269876446255365
16.215	-76.86020269381393	-0.11275460593634165
16.23	-76.86020262180043	-0.11280574808425316
16.245	-76.8602025541599	-0.11285201834154446
16.26	-76.86020249154774	-0.11289326126423233
16.275	-76.86020243459559	-0.11292933906618725
16.29	-76.86020238391085	-0.11296013209305908
16.305	-76.86020234007273	-0.11298553923133509
16.32	-76.86020230363087	-0.11300547825109704
16.335	-76.86020227510409	-0.11301988608131289
16.35	-76.86020225497563	-0.11302871901667058
16.365	-76.86020224369513	-0.11303195285529086
16.38	-76.86020224167443	-0.11302958296683746
16.395	-76.86020224928801	-0.11302162429086542
16.41	-76.86020226687121	-0.11300811126544938
16.425	-76.86020229471764	-0.11298909768640211
16.44	-76.86020233307708	-0.1129646564976618
16.455	-76.86020238215912	-0.1129348795136681
16.47	-76.86020244213034	-0.11289987707476856
16.485	-76.8602025131107	-0.11285977763698202
16.5	-76.8602025951758	-0.11281472729766369
16.515	-76.86020268835827	-0.11276488925883363
16.53	-76.86020279264392	-0.1127104432301839
16.545	-76.86020290797343	-0.11265158477396843
16.56	-76.86020303424385	-0.11258852459423041
16.575	-76.86020317130613	-0.1125214877729557
16.59	-76.86020331896941	-0.11245071295600935
16.605	-76.86020347699628	-0.11237645149181977
16.62	-76.86020364511005	-0.11229896652600836
16.635	-76.86020382299051	-0.11221853205525356
16.65	-76.86020401027749	-0.11213543194388084
16.665	-76.8602042065716	-0.11204995890676232
16.68	-76.8602044114366	-0.11196241346224503
16.695	-76.86020462439797	-0.1118731028589228
16.71	-76.86020484495018	-0.11178233998016839
16.725	-76.86020507255125	-0.11169044223038728
16.74	-76.86020530663122	-0.11159773040706972
16.755	-76.86020554659035	-0.11150452756269008
16.77	-76.86020579180325	-0.11141115786060984
16.785	-76.86020604162002	-0.1113179454290848
16.8	-76.86020629536871	-0.11122521321752886
16.815	-76.8602065523598	-0.1111332818591495
16.83	-76.86020681188455	-0.11104246854402922
16.845	-76.86020707322204	-0.1109530859067131
16.86	-76.8602073356399	-0.11086544093226586
16.875	-76.86020759839805	-0.11077983388470831
16.89	-76.86020786074825	-0.11069655726165523
16.905	-76.86020812194148	-0.11061589477886005
16.92	-76.86020838122683	-0.11053812038826391
16.935	-76.86020863785963	-0.11046349733302357
16.95	-76.86020889109753	-0.11039227724282047
16.965	-76.86020914020776	-0.11032469927264762
16.98	-76.8602093844694	-0.1102609892880625
16.995	-76.86020962317522	-0.11020135909973416
17.01	-76.86020985563519	-0.11014600574993694
17.025	-76.86021008117936	-0.11009511085341953
17.04	-76.8602102991599	-0.11004883999491122
17.055	-76.86021050895285	-0.11000734218528159
17.07	-76.86021070996266	-0.10997074937816725
17.085	-76.8602109016231	-0.10993917604865867
17.1	-76.8602110834018	-0.10991271883539673
17.115	-76.86021125479742	-0.10989145624719204
17.13	-76.86021141534682	-0.10987544843507477
17.145	-76.86021156462442	-0.10986473703039068
17.16	-76.86021170224764	-0.10985934504936008
17.175	-76.86021182786953	-0.10985927686423319
17.19	-76.86021194119256	-0.10986451824100193
17.205	-76.86021204195808	-0.10987503644326752
17.22	-76.86021212995708	-0.10989078040177439
17.235	-76.86021220502577	-0.10991168094873138
17.25	-76.86021226704571	-0.10993765111592341
17.265	-76.86021231595036	-0.10996858649533812
17.28	-76.86021235171809	-0.11000436566078889
17.295	-76.86021237437674	-0.11004485064885203
17.31	-76.8602123840044	-0.1100898874971826
17.325	-76.86021238072571	-0.11013930683807716
17.34	-76.86021236471308	-0.11019292454497781
17.355	-76.86021233618945	-0.11025054242941001
17.37	-76.86021229542098	-0.11031194898565952
17.385	-76.86021224272292	-0.11037692018036946
17.4	-76.86021217845388	-0.11044522028403718
17.415	-76.86021210301722	-0.11051660274128178
17.43	-76.86021201685821	-0.11059081107661281
17.445	-76.86021192046029	-0.11066757983230002
17.46	-76.86021181435102	-0.1107466355348832
17.475	-76.86021169909242	-0.11082769768669085
17.49	-76.86021157528069	-0.11091047977874688
17.505	-76.86021144354571	-0.11099469032132883
17.52	-76.86021130454778	-0.11108003388839216
17.535	-76.86021115897645	-0.11116621217206493
17.55	-76.86021100754641	-0.11125292504336155
17.565	-76.86021085099301	-0.11133987161529324
17.58	-76.86021069007522	-0.11142675130453941
17.595	-76.86021052556922	-0.11151326488785027
17.61	-76.86021035826275	-0.11159911554941242
17.625	-76.86021018895852	-0.11168400991546518
17.64	-76.86021001846494	-0.11176765907246111
17.655	-76.86020984759791	-0.111849779565216
17.67	-76.86020967717666	-0.11193009437151766
17.685	-76.86020950801803	-0.1120083338497955
17.7	-76.86020934093646	-0.11208423665657041
17.715	-76.86020917673828	-0.11215755063049915
17.73	-76.8602090162229	-0.11222803364000031
17.745	-76.86020886017499	-0.112295454391552
17.76	-76.86020870936483	-0.11235959319595523
17.775	-76.8602085645424	-0.11242024268998138
17.79	-76.86020842643902	-0.11247720851102101
17.805	-76.86020829575939	-0.1125303099225184
17.82	-76.8602081731852	-0.11257938038817537
17.835	-76.86020805936506	-0.11262426809309597
17.85	-76.86020795491729	-0.11266483641025431
17.865	-76.86020786042606	-0.1127009643108705
17.88	-76.86020777644015	-0.11273254671747543
17.895	-76.86020770346904	-0.11275949479868558
17.91	-76.86020764198284	-0.11278173620491339
17.925	-76.86020759240873	-0.11279921524444148
17.94	-76.86020755512988	-0.11281189299954611
17.955	-76.8602075304843	-0.11281974738253422
17.97	-76.8602075187653	-0.11282277313180641
17.985	-76.86020752021636	-0.11282098174825438
18	-76.86020753503358	-0.11281440137254152
18.015	-76.86020756336164	-0.11280307660400372
18.03	-76.86020760529786	-0.11278706826211683
18.045	-76.86020766088826	-0.11276645309171929
