
# L= 80  beta= [2.0]  t_max= 30.0  steps= 2000,D= [60] #
t 	 E 	 mag
18.06	-76.86020773012612	-0.11274132341330734
18.075	-76.8602078129548	-0.11271178671998364
18.09	-76.86020790926783	-0.11267796522278023
18.105	-76.86020801890803	-0.11263999534626781
18.12	-76.86020814166608	-0.1125980271765276
18.135	-76.86020827728554	-0.11255222386376988
18.15	-76.86020842546186	-0.11250276098192874
18.165	-76.86020858584041	-0.11244982584783408
18.18	-76.86020875802132	-0.11239361680260555
18.195	-76.86020894156121	-0.11233434245806373
18.21	-76.86020913597149	-0.1122722209110609
18.225	-76.86020934072333	-0.11220747892875105
18.24	-76.86020955524634	-0.1121403511078741
18.255	-76.8602097789345	-0.11207107901123489
18.27	-76.86021001114466	-0.11199991028459994
18.285	-76.86021025120084	-0.11192709775730392
18.3	-76.86021049839643	-0.11185289852988003
18.315	-76.86021075199875	-0.11177757305207323
18.33	-76.86021101124439	-0.11170138419458306
18.345	-76.86021127535494	-0.11162459631793109
18.36	-76.86021154352639	-0.11154747434175835
18.375	-76.86021181494124	-0.111470282817935
18.39	-76.86021208876639	-0.11139328501074305
18.405	-76.8602123641603	-0.11131674198739103
18.42	-76.86021264027436	-0.11124091172204967
18.435	-76.86021291625583	-0.11116604821652275
18.45	-76.86021319124961	-0.11109240064059311
18.465	-76.8602134644062	-0.11102021249499602
18.48	-76.86021373488083	-0.11094972079984768
18.495	-76.8602140018379	-0.11088115531126869
18.51	-76.86021426445393	-0.11081473776881928
18.525	-76.86021452192337	-0.11075068117621542
18.54	-76.86021477345645	-0.11068918911766766
18.555	-76.86021501828684	-0.11063045511205485
18.57	-76.86021525567426	-0.11057466200695587
18.585	-76.86021548490534	-0.11052198141443749
18.6	-76.86021570529654	-0.11047257319030901
18.615	-76.86021591619875	-0.11042658495840371
18.63	-76.86021611699908	-0.11038415168125199
18.645	-76.86021630712428	-0.11034539527834072
18.66	-76.86021648604033	-0.1103104242929831
18.675	-76.86021665325728	-0.1102793336086192
18.69	-76.86021680833127	-0.11025220421519676
18.705	-76.86021695086453	-0.1102291030260877
18.72	-76.86021708050956	-0.11021008274581132
18.735	-76.86021719696889	-0.11019518178864673
18.75	-76.86021729999764	-0.11018442424803201
18.765	-76.86021738940651	-0.11017781991647557
18.78	-76.86021746505739	-0.11017536435547971
18.795	-76.86021752686925	-0.11017703901487963
18.81	-76.86021757481936	-0.11018281140074321
18.825	-76.86021760893827	-0.11019263529084086
18.84	-76.86021762931736	-0.11020645099656395
18.855	-76.86021763610472	-0.1102241856699383
18.87	-76.86021762950604	-0.11024575365429737
18.885	-76.86021760978056	-0.11027105687697825
18.9	-76.86021757725096	-0.11029998528232818
18.915	-76.86021753229086	-0.11033241730307723
18.93	-76.86021747533212	-0.11036822036813944
18.945	-76.8602174068585	-0.11040725144467203
18.96	-76.86021732740895	-0.11044935761219829
18.975	-76.86021723757396	-0.11049437666645001
18.99	-76.86021713799408	-0.11054213775053943
19.005	-76.86021702935714	-0.11059246201096015
19.02	-76.86021691239822	-0.11064516327587548
19.035	-76.8602167878949	-0.11070004875307597
19.05	-76.86021665666956	-0.11075691974495747
19.065	-76.86021651958069	-0.11081557237780934
19.08	-76.8602163775251	-0.11087579834271677
19.095	-76.86021623143361	-0.11093738564532563
19.11	-76.86021608226599	-0.11100011936172374
19.125	-76.86021593101152	-0.11106378239772352
19.14	-76.86021577868318	-0.11112815624879858
19.155	-76.86021562631555	-0.11119302175799611
19.17	-76.86021547496073	-0.11125815986914243
19.185	-76.86021532568623	-0.11132335237274843
19.2	-76.86021517956864	-0.11138838264201334
19.215	-76.8602150376958	-0.11145303635646026
19.23	-76.86021490115527	-0.111517102210727
19.245	-76.86021477103787	-0.11158037260620096
19.26	-76.86021464842969	-0.11164264432318456
19.275	-76.86021453441104	-0.1117037191714543
19.29	-76.8602144300529	-0.11176340461711126
19.305	-76.86021433641089	-0.11182151438376267
19.32	-76.86021425452564	-0.11187786902620192
19.335	-76.86021418541331	-0.11193229647480803
19.35	-76.86021413007086	-0.11198463254911023
19.365	-76.86021408946571	-0.1120347214389852
19.38	-76.86021406453727	-0.1120824161521726
19.395	-76.86021405618897	-0.1121275789268758
19.41	-76.86021406529072	-0.11217008160839506
19.425	-76.8602140926702	-0.11220980598882938
19.44	-76.86021413911841	-0.11224664410910676
19.455	-76.86021420538022	-0.11228049852264235
19.47	-76.86021429215155	-0.11231128252016165
19.485	-76.860214400083	-0.11233892031534107
19.5	-76.86021452977396	-0.11236334719102484
19.515	-76.86021468177076	-0.11238450960597675
19.53	-76.86021485656575	-0.11240236526224366
19.545	-76.86021505459362	-0.11241688313333514
19.56	-76.86021527623566	-0.11242804345360133
19.575	-76.86021552181188	-0.11243583766925498
19.59	-76.86021579158505	-0.11244026835171378
19.605	-76.86021608575568	-0.11244134907396848
19.62	-76.86021640446536	-0.11243910425088119
19.635	-76.86021674779538	-0.11243356894438081
19.65	-76.86021711576328	-0.11242478863467331
19.665	-76.8602175083268	-0.11241281895868233
19.68	-76.8602179253823	-0.11239772541702583
19.695	-76.86021836676572	-0.1123795830509434
19.71	-76.86021883225298	-0.11235847609066284
19.725	-76.86021932155876	-0.1123344975768153
19.74	-76.86021983434121	-0.11230774895653345
19.755	-76.86022037020015	-0.11227833965596326
19.77	-76.86022092867964	-0.11224638663098234
19.785	-76.86022150926752	-0.11221201389796616
19.8	-76.86022211139974	-0.11217535204649537
19.815	-76.86022273446146	-0.11213653773592766
19.83	-76.86022337778766	-0.11209571317778454
19.845	-76.8602240406651	-0.11205302560595841
19.86	-76.86022472233651	-0.11200862673672236
19.875	-76.86022542200163	-0.11196267222055997
19.89	-76.86022613882034	-0.11191532108780892
19.905	-76.8602268719161	-0.11186673519014684
19.92	-76.86022762037466	-0.11181707863987829
19.935	-76.86022838325322	-0.11176651724902295
19.95	-76.86022915957855	-0.11171521797011283
19.965	-76.86022994835247	-0.11166334834063502
19.98	-76.86023074855555	-0.11161107593295153
19.995	-76.86023155914542	-0.11155856781154799
20.01	-76.86023237907028	-0.11150598999935302
20.025	-76.86023320726225	-0.11145350695482881
20.04	-76.86023404264341	-0.1114012810614882
20.055	-76.86023488413639	-0.11134947213140606
20.07	-76.86023573065766	-0.11129823692419316
20.085	-76.86023658112933	-0.11124772868289218
20.1	-76.86023743447733	-0.11119809668808173
20.115	-76.86023828963963	-0.11114948583147292
20.13	-76.86023914556498	-0.11110203621012217
20.145	-76.86024000122258	-0.11105588274234604
20.16	-76.86024085560243	-0.11101115480628425
20.175	-76.86024170771645	-0.11096797590198375
20.19	-76.86024255660729	-0.11092646333778583
20.205	-76.86024340134979	-0.11088672794166335
20.22	-76.86024424105257	-0.11084887379807795
20.235	-76.86024507486364	-0.11081299801083536
20.25	-76.86024590197528	-0.11077919049227927
20.265	-76.86024672162186	-0.110747533779089
20.28	-76.86024753308725	-0.11071810287484657
20.295	-76.8602483357077	-0.11069096511942807
20.31	-76.86024912887282	-0.11066618008516785
20.325	-76.86024991202618	-0.11064379949967051
20.34	-76.86025068467562	-0.11062386719504971
20.355	-76.86025144638559	-0.11060641908324237
20.37	-76.86025219678406	-0.11059148315702061
20.385	-76.8602529355656	-0.1105790795161957
20.4	-76.86025366248933	-0.11056922041842818
20.415	-76.86025437738206	-0.11056191035401401
20.43	-76.86025508013896	-0.11055714614390577
20.445	-76.86025577072532	-0.1105549170601852
20.46	-76.86025644917308	-0.11055520496812073
20.475	-76.86025711558531	-0.11055798448891527
20.49	-76.86025777013603	-0.11056322318215947
20.505	-76.86025841306345	-0.11057088174696006
20.52	-76.8602590446789	-0.11058091424073915
20.535	-76.86025966535966	-0.1105932683145299
20.55	-76.8602602755465	-0.11060788546369987
20.565	-76.86026087574604	-0.11062470129291516
20.58	-76.86026146652934	-0.11064364579417908
20.595	-76.8602620485237	-0.11066464363673002
20.61	-76.86026262242036	-0.11068761446762662
20.625	-76.86026318896158	-0.1107124732217623
20.64	-76.86026374894577	-0.11073913044013964
20.655	-76.86026430321988	-0.11076749259516144
20.67	-76.86026485267847	-0.11079746242175267
20.685	-76.86026539825923	-0.11082893925312531
20.7	-76.86026594094298	-0.11086181936001346
20.715	-76.86026648174591	-0.1108959962922155
20.73	-76.8602670217167	-0.11093136122134417
20.745	-76.86026756193591	-0.1109678032836767
20.76	-76.86026810350887	-0.11100520992203725
20.775	-76.8602686475637	-0.11104346722569423
20.79	-76.86026919524618	-0.11108246026728705
20.805	-76.86026974771579	-0.11112207343581643
20.82	-76.86027030614602	-0.11116219076482782
20.835	-76.86027087171195	-0.11120269625488441
20.85	-76.86027144559532	-0.1112434741895684
20.865	-76.86027202897392	-0.11128440944420356
20.88	-76.86027262302255	-0.11132538778661756
20.895	-76.8602732289065	-0.11136629616925818
20.91	-76.86027384777886	-0.11140702301207395
20.925	-76.86027448077672	-0.11144745847557952
20.94	-76.86027512901694	-0.11148749472360858
20.955	-76.86027579359602	-0.11152702617530749
20.97	-76.86027647558075	-0.11156594974593262
20.985	-76.8602771760109	-0.11160416507614129
21	-76.86027789589389	-0.11164157474943542
21.015	-76.8602786362018	-0.11167808449752475
21.03	-76.86027939786837	-0.11171360339339267
21.045	-76.8602801817852	-0.11174804403190719
21.06	-76.86028098880358	-0.11178132269787353
21.075	-76.86028181972699	-0.11181335952142854
21.09	-76.86028267531248	-0.11184407862078681
21.105	-76.86028355626499	-0.11187340823230937
21.12	-76.8602844632403	-0.11190128082798081
21.135	-76.86028539683947	-0.11192763322034836
21.15	-76.86028635760817	-0.11195240665506365
21.165	-76.86028734603445	-0.11197554689116514
21.18	-76.86028836255052	-0.1119970042692966
21.195	-76.86028940752558	-0.11201673376803781
21.21	-76.86029048127283	-0.11203469504863099
21.225	-76.86029158404128	-0.11205085248829769
21.24	-76.8602927160186	-0.11206517520247487
21.255	-76.86029387732856	-0.11207763705622777
21.27	-76.86029506803492	-0.11208821666517596
21.285	-76.86029628813387	-0.1120968973862233
21.3	-76.8602975375609	-0.11210366729847046
21.315	-76.86029881618778	-0.11210851917461223
21.33	-76.86030012381957	-0.11211145044319071
21.345	-76.86030146020211	-0.11211246314207514
21.36	-76.86030282501459	-0.11211156386349294
21.375	-76.86030421787683	-0.11210876369101691
21.39	-76.86030563834393	-0.11210407812882792
21.405	-76.86030708591396	-0.11209752702366105
21.42	-76.86030856002263	-0.11208913447974342
21.435	-76.86031006004674	-0.11207892876711661
21.45	-76.86031158530751	-0.11206694222367919
21.465	-76.86031313506979	-0.11205321115127906
21.48	-76.86031470854408	-0.11203777570619355
21.495	-76.86031630488975	-0.11202067978434255
21.51	-76.86031792321589	-0.11200197090151436
21.525	-76.86031956258115	-0.11198170006893111
21.54	-76.86032122200349	-0.11195992166444613
21.555	-76.8603229004529	-0.11193669329962919
21.57	-76.86032459686439	-0.1119120756830548
21.585	-76.86032631013165	-0.11188613247999192
21.6	-76.86032803911579	-0.11185893016879388
21.615	-76.86032978264885	-0.11183053789418317
21.63	-76.86033153953235	-0.11180102731766044
21.645	-76.86033330854697	-0.11177047246525514
21.66	-76.86033508845226	-0.1117389495727891
21.675	-76.86033687799437	-0.11170653692885911
21.69	-76.86033867590466	-0.11167331471568416
21.705	-76.86034048091057	-0.11163936484799905
21.72	-76.86034229173558	-0.11160477081012238
21.735	-76.86034410710468	-0.1115696174913546
21.75	-76.86034592575129	-0.1115339910198214
21.765	-76.86034774641925	-0.11149797859488689
21.78	-76.8603495678689	-0.11146166831825277
21.795	-76.8603513888831	-0.11142514902384937
21.81	-76.86035320827018	-0.11138851010660697
21.825	-76.86035502487037	-0.11135184135022319
21.84	-76.86035683756093	-0.11131523275400723
21.855	-76.86035864525915	-0.11127877435888747
21.87	-76.86036044693036	-0.11124255607268863
21.885	-76.86036224158826	-0.11120666749475581
21.9	-76.860364028305	-0.11117119774002479
21.915	-76.86036580620977	-0.11113623526263869
21.93	-76.860367574497	-0.1111018676792068
21.945	-76.86036933242927	-0.11106818159182713
21.96	-76.86037107934115	-0.11103526241098292
21.975	-76.86037281464097	-0.11100319417843968
21.99	-76.86037453781526	-0.11097205939029839
22.005	-76.86037624843193	-0.11094193882034967
22.02	-76.86037794614113	-0.11091291134390095
22.035	-76.86037963067837	-0.11088505376225982
22.05	-76.8603813018652	-0.11085844062809462
22.065	-76.86038295961002	-0.11083314407187206
22.08	-76.86038460391286	-0.11080923362965053
22.095	-76.86038623485788	-0.11078677607245481
22.11	-76.86038785261927	-0.11076583523756064
22.125	-76.86038945746071	-0.11074647186198977
22.14	-76.86039104973091	-0.11072874341853287
22.155	-76.86039262986363	-0.1107127039546939
22.17	-76.86039419837873	-0.1106984039349192
22.185	-76.86039575587439	-0.11068589008652474
22.2	-76.86039730303142	-0.1106752052497704
22.215	-76.86039884060497	-0.11066638823250716
22.23	-76.8604003694231	-0.11065947366990138
22.245	-76.8604018903847	-0.11065449188972584
22.26	-76.86040340445581	-0.11065146878372746
22.275	-76.86040491266311	-0.1106504256856087
22.29	-76.86040641609141	-0.1106513792561798
22.305	-76.86040791588144	-0.11065434137623253
22.32	-76.86040941322224	-0.11065931904770743
22.335	-76.86041090935016	-0.11066631430373206
22.35	-76.86041240554053	-0.11067532412811062
22.365	-76.86041390310614	-0.11068634038485184
22.38	-76.86041540338957	-0.11069934975829562
22.395	-76.86041690776399	-0.110714333704434
22.41	-76.86041841762072	-0.11073126841395015
22.425	-76.86041993437145	-0.1107501247875605
22.44	-76.86042145944111	-0.11077086842415268
22.455	-76.86042299426249	-0.11079345962223386
22.47	-76.86042454027401	-0.11081785339516778
22.485	-76.8604260989119	-0.11084399950063864
22.5	-76.86042767160924	-0.11087184248475096
22.515	-76.86042925979218	-0.11090132174115128
22.53	-76.86043086487221	-0.11093237158546329
22.545	-76.86043248824555	-0.11096492134536046
22.56	-76.86043413128813	-0.11099889546648009
22.575	-76.86043579535361	-0.11103421363436579
22.59	-76.86043748176292	-0.11107079091255007
22.605	-76.8604391918117	-0.11110853789687239
22.62	-76.86044092676008	-0.11114736088599259
22.635	-76.8604426878271	-0.11118716206805646
22.65	-76.86044447619543	-0.11122783972341287
22.665	-76.86044629300004	-0.11126928844312728
22.68	-76.86044813933142	-0.11131139936309709
22.695	-76.86045001622965	-0.11135406041338324
22.71	-76.8604519246811	-0.11139715658238325
22.725	-76.86045386561766	-0.1114405701953776
22.74	-76.86045583991441	-0.11148418120688605
22.755	-76.86045784838379	-0.11152786750623483
22.77	-76.86045989177491	-0.1115715052356699
22.785	-76.86046197077265	-0.11161496912024382
22.8	-76.86046408599509	-0.11165813280868421
22.815	-76.86046623798775	-0.11170086922435177
22.83	-76.86046842722368	-0.11174305092537837
22.845	-76.86047065410409	-0.11178455047296804
22.86	-76.86047291895265	-0.11182524080681633
22.875	-76.86047522201336	-0.11186499562655722
22.89	-76.86047756345341	-0.11190368977808779
22.905	-76.86047994335553	-0.1119411996435605
22.92	-76.86048236172061	-0.11197740353383728
22.935	-76.86048481846453	-0.11201218208211697
22.95	-76.86048731341833	-0.11204541863745454
22.965	-76.86048984632596	-0.11207699965682463
22.98	-76.86049241684354	-0.11210681509440806
22.995	-76.86049502454	-0.1121347587867293
23.01	-76.86049766889566	-0.11216072883226727
23.025	-76.8605003493024	-0.1121846279641737
23.04	-76.86050306506235	-0.11220636391471012
23.055	-76.86050581539227	-0.1122258497700514
23.07	-76.86050859941999	-0.11224300431405976
23.085	-76.86051141618752	-0.11225775235972864
23.1	-76.8605142646536	-0.11227002506693362
23.115	-76.86051714369256	-0.11227976024521795
23.13	-76.86052005209804	-0.11228690264033941
23.145	-76.86052298858749	-0.1122914042033507
23.16	-76.8605259517993	-0.11229322434102304
23.175	-76.86052894030436	-0.11229233014649215
23.19	-76.86053195260202	-0.1122886966090034
23.205	-76.86053498712948	-0.11228230680175871
23.22	-76.86053804226393	-0.11227315204686139
23.235	-76.86054111632718	-0.11226123205646944
23.25	-76.86054420759275	-0.11224655504930028
23.265	-76.86054731429006	-0.11222913784171452
23.28	-76.86055043461116	-0.11220900591268818
23.295	-76.8605535667169	-0.11218619344204278
23.31	-76.86055670874383	-0.11216074332137929
23.325	-76.86055985881183	-0.11213270713728102
23.34	-76.86056301502785	-0.11210214512638944
23.355	-76.86056617549933	-0.11206912610206385
23.37	-76.86056933833723	-0.11203372735242423
23.385	-76.86057250166425	-0.11199603450968028
23.4	-76.86057566362511	-0.1119561413907007
23.415	-76.86057882239214	-0.11191414980891706
23.43	-76.86058197617365	-0.11187016935772903
23.445	-76.86058512322107	-0.11182431716564747
23.46	-76.86058826183994	-0.11177671762357765
23.475	-76.86059139039145	-0.11172750208464813
23.49	-76.86059450730757	-0.11167680853717482
23.505	-76.86059761108999	-0.11162478125137694
23.52	-76.86060070032303	-0.1115715704006034
23.535	-76.86060377367657	-0.11151733165790345
23.55	-76.86060682991402	-0.1114622257688661
23.565	-76.86060986789549	-0.11140641810175751
23.58	-76.86061288658729	-0.11135007817608553
23.595	-76.8606158850629	-0.111293379170772
23.61	-76.8606188625057	-0.11123649741325414
23.625	-76.8606218182174	-0.11117961185089298
23.64	-76.86062475161934	-0.11112290350615209
23.655	-76.86062766225038	-0.11106655491708316
23.67	-76.86063054977652	-0.11101074956479147
23.685	-76.86063341398605	-0.11095567128951188
23.7	-76.86063625479235	-0.110901503697136
23.715	-76.86063907223699	-0.11084842955798524
23.73	-76.86064186648237	-0.11079663019974217
23.745	-76.86064463781788	-0.1107462848965067
23.76	-76.86064738665377	-0.1106975702559589
23.775	-76.86065011352021	-0.11065065960671025
23.79	-76.86065281906887	-0.11060572238791751
23.805	-76.86065550406208	-0.11056292354326559
23.82	-76.86065816937833	-0.11052242292151257
23.835	-76.86066081600012	-0.11048437468570699
23.85	-76.86066344501774	-0.1104489267332992
23.865	-76.86066605761933	-0.11041622012928876
23.88	-76.8606686550871	-0.1103863885546067
23.895	-76.86067123879695	-0.11035955777186864
23.91	-76.86067381020827	-0.11033584511063785
23.925	-76.8606763708599	-0.11031535897430297
23.94	-76.86067892236629	-0.11029819837062974
23.955	-76.86068146641291	-0.11028445246799036
23.97	-76.86068400474711	-0.1102742001792206
23.985	-76.86068653917648	-0.1102675097749978
24	-76.86068907155887	-0.11026443852853504
24.015	-76.8606916038036	-0.11026503239331853
24.03	-76.86069413785926	-0.11026932571549508
24.045	-76.86069667571174	-0.11027734098246678
24.06	-76.86069921938022	-0.11028908860907106
24.075	-76.86070177090598	-0.1103045667626453
24.09	-76.86070433235655	-0.110323761228176
24.105	-76.86070690580992	-0.11034664531450525
24.12	-76.86070949335843	-0.11037317980255501
24.135	-76.8607120970994	-0.11040331293626404
24.15	-76.86071471913054	-0.11043698045687678
24.165	-76.86071736154612	-0.11047410568099583
24.18	-76.86072002643284	-0.1105145996227044
24.195	-76.86072271586376	-0.11055836115986403
24.21	-76.860725431893	-0.11060527724454644
24.225	-76.8607281765544	-0.11065522315739179
24.24	-76.8607309518558	-0.1107080628055003
24.255	-76.8607337597704	-0.11076364906330388
24.27	-76.8607366022393	-0.11082182415571026
24.285	-76.86073948116255	-0.11088242008260496
24.3	-76.86074239839307	-0.11094525908366507
24.315	-76.86074535573773	-0.111010154142271
24.33	-76.86074835494821	-0.11107690952710317
24.345	-76.86075139771904	-0.11114532136991094
24.36	-76.86075448567922	-0.11121517827773357
24.375	-76.86075762039262	-0.11128626197775138
24.39	-76.86076080334773	-0.11135834799276831
24.405	-76.860764035959	-0.11143120634521617
24.42	-76.86076731955353	-0.11150460228742273
24.435	-76.86077065537675	-0.11157829705580968
24.45	-76.86077404457727	-0.11165204864649655
24.465	-76.86077748820762	-0.11172561260978278
24.48	-76.86078098722015	-0.11179874286081828
24.495	-76.86078454245619	-0.11187119250369632
24.51	-76.86078815464597	-0.1119427146661908
24.525	-76.86079182440285	-0.11201306334221386
24.54	-76.86079555221886	-0.11208199423909063
24.555	-76.86079933845737	-0.11214926562665814
24.57	-76.8608031833501	-0.11221463918521746
24.585	-76.86080708699583	-0.11227788084931152
24.6	-76.86081104935191	-0.11233876164431009
24.615	-76.86081507023351	-0.11239705851280024
24.63	-76.86081914930713	-0.11245255512779045
24.645	-76.86082328609366	-0.1125050426897809
24.66	-76.86082747995914	-0.11255432070475016
24.675	-76.860831730118	-0.11260019774023464
24.69	-76.8608360356299	-0.11264249215666824
24.705	-76.8608403953978	-0.11268103281126604
24.72	-76.86084480817044	-0.11271565973181241
24.735	-76.86084927254346	-0.11274622475778823
24.75	-76.86085378695815	-0.1127725921463976
24.765	-76.8608583497058	-0.11279463914115394
24.78	-76.86086295893236	-0.11281225650080559
24.795	-76.86086761263923	-0.11282534898650062
24.81	-76.86087230869332	-0.1128338358052429
24.825	-76.8608770448263	-0.11283765100780038
24.84	-76.86088181864952	-0.11283674383941916
24.855	-76.86088662765555	-0.11283107904178427
24.87	-76.8608914692291	-0.1128206371048825
24.885	-76.8608963406579	-0.11280541446755703
24.9	-76.8609012391423	-0.11278542366570118
24.915	-76.8609061618047	-0.1127606934272063
24.93	-76.86091110570379	-0.11273126871297084
24.945	-76.86091606784893	-0.11269721070342839
24.96	-76.8609210452073	-0.11265859673020479
24.975	-76.86092603472275	-0.1126155201527469
24.99	-76.86093103332824	-0.11256809017988628
25.005	-76.86093603796027	-0.11251643163649788
25.02	-76.86094104557372	-0.11246068467558676
25.035	-76.86094605315546	-0.11240100443631897
25.05	-76.86095105773991	-0.11233756064866879
25.065	-76.86095605642396	-0.11227053718554583
25.08	-76.86096104638055	-0.11220013156343017
25.095	-76.86096602487152	-0.1121265543927065
25.11	-76.86097098926663	-0.11205002877908597
25.125	-76.86097593704743	-0.1119707896776137
25.14	-76.86098086582906	-0.11188908320100882
25.155	-76.8609857733667	-0.11180516588415368
25.17	-76.86099065756727	-0.11171930390677196
25.185	-76.86099551650102	-0.11163177227646981
25.2	-76.86100034841026	-0.11154285397445352
25.215	-76.86100515171759	-0.11145283906639318
25.23	-76.86100992503536	-0.1113620237810516
25.245	-76.86101466716659	-0.11127070955940307
25.26	-76.861019377117	-0.1111792020771487
25.275	-76.861024054097	-0.11108781024359497
25.29	-76.86102869752362	-0.11099684518001822
25.305	-76.8610333070231	-0.11090661918075209
25.32	-76.86103788243622	-0.11081744466030197
25.335	-76.86104242381163	-0.11072963308990139
25.35	-76.86104693141077	-0.11064349392702161
25.365	-76.86105140570649	-0.11055933354139189
25.38	-76.86105584737466	-0.11047745414114134
25.395	-76.86106025729775	-0.1103981527027871
25.41	-76.86106463655588	-0.11032171990873632
25.425	-76.86106898642547	-0.11024843909608434
25.44	-76.86107330836938	-0.11017858522043794
25.455	-76.86107760403509	-0.11011242383854544
25.47	-76.8610818752427	-0.11005021011345971
25.485	-76.86108612398257	-0.10999218784596028
25.5	-76.86109035240386	-0.10993858853590963
25.515	-76.8610945628093	-0.10988963047715893
25.53	-76.8610987576416	-0.1098455178895478
25.545	-76.86110293948028	-0.10980644009147998
25.56	-76.86110711102721	-0.1097725707164097
25.575	-76.8611112751019	-0.10974406697651246
25.59	-76.86111543462832	-0.10972106897663539
25.605	-76.86111959262682	-0.10970369908152039
25.62	-76.8611237522038	-0.10969206133910184
25.635	-76.86112791654513	-0.10968624096253793
25.65	-76.86113208889962	-0.10968630387340332
25.665	-76.86113627257657	-0.1096922963083613
25.68	-76.86114047093372	-0.10970424449130507
25.695	-76.86114468736446	-0.10972215437284141
25.71	-76.86114892529353	-0.10974601143871107
25.725	-76.86115318816543	-0.10977578058849263
25.74	-76.86115747943506	-0.10981140608571832
25.755	-76.86116180255898	-0.10985281158023646
25.77	-76.86116616098582	-0.10989990020344031
25.785	-76.86117055814748	-0.10995255473665164
25.8	-76.86117499745204	-0.11001063785274492
25.815	-76.86117948227164	-0.11007399243074506
25.83	-76.86118401593559	-0.11014244194293017
25.845	-76.86118860172148	-0.1102157909136357
25.86	-76.86119324284321	-0.11029382544869953
25.875	-76.86119794244884	-0.11037631383422578
25.89	-76.86120270360281	-0.11046300720302103
25.905	-76.86120752928196	-0.11055364026686965
25.92	-76.86121242236457	-0.11064793211247104
25.935	-76.86121738562144	-0.11074558705865872
25.95	-76.86122242170619	-0.11084629557224487
25.965	-76.861227533143	-0.11094973523960797
25.98	-76.86123272231937	-0.11105557179092715
25.995	-76.86123799147731	-0.11116346017371774
26.01	-76.86124334269648	-0.111273045672129
26.025	-76.86124877789182	-0.11138396506831533
26.04	-76.86125429879961	-0.11149584784194427
26.055	-76.8612599069651	-0.1116083174038014
26.07	-76.86126560373727	-0.11172099235929812
26.085	-76.8612713902548	-0.11183348779752124
26.1	-76.8612772674374	-0.1119454166014025
26.115	-76.86128323597771	-0.11205639077447685
26.13	-76.86128929633232	-0.1121660227795919
26.145	-76.86129544870988	-0.11227392688490523
26.16	-76.86130169306891	-0.11237972051248239
26.175	-76.86130802910596	-0.1124830255847265
26.19	-76.8613144562528	-0.11258346986392403
26.205	-76.86132097367025	-0.11268068828018524
26.22	-76.86132758024505	-0.1127743242430807
26.235	-76.86133427458564	-0.11286403093233491
26.25	-76.86134105502171	-0.11294947256300542
26.265	-76.86134791960798	-0.11303032562065965
26.28	-76.86135486611828	-0.11310628006212614
26.295	-76.86136189205888	-0.1131770404775806
26.31	-76.86136899466474	-0.11324232720976068
26.325	-76.86137617091416	-0.1133018774263272
26.34	-76.86138341753126	-0.11335544614147958
26.355	-76.86139073100415	-0.11340280718313642
26.37	-76.86139810758995	-0.11344375410213053
26.385	-76.86140554333511	-0.11347810102008568
26.4	-76.86141303408719	-0.11350568341279946
26.415	-76.86142057551626	-0.11352635882619046
26.43	-76.86142816313327	-0.11354000752203705
26.445	-76.86143579230972	-0.11354653305097401
26.46	-76.86144345830213	-0.11354586275043822
26.475	-76.86145115627085	-0.11353794816543732
26.49	-76.86145888131121	-0.11352276539031093
26.505	-76.86146662847058	-0.11350031532980517
26.52	-76.86147439277931	-0.11347062387810791
26.535	-76.86148216927613	-0.1134337420146625
26.55	-76.86148995302749	-0.11338974581584355
26.565	-76.8614977391625	-0.11333873638187762
26.58	-76.86150552288984	-0.11328083967853878
26.595	-76.86151329952682	-0.1132162062935216
26.61	-76.86152106452012	-0.1131450111075671
26.625	-76.86152881347267	-0.113067452880717
26.64	-76.86153654215794	-0.1129837537543219
26.655	-76.86154424654681	-0.11289415866972502
26.67	-76.86155192282165	-0.1127989347047525
26.685	-76.86155956739482	-0.11269837032947311
26.7	-76.86156717692387	-0.11259277458293518
26.715	-76.86157474832184	-0.11248247617284192
26.73	-76.86158227877388	-0.11236782250045002
26.745	-76.86158976574204	-0.11224917861317868
26.76	-76.86159720697424	-0.11212692608775363
26.775	-76.86160460051231	-0.11200146184693593
26.79	-76.86161194469223	-0.11187319691315245
26.805	-76.86161923814863	-0.11174255510262576
26.82	-76.86162647981448	-0.11160997166383019
26.835	-76.86163366891843	-0.11147589186435197
26.85	-76.8616408049893	-0.1113407695304936
26.865	-76.86164788784015	-0.11120506554411638
26.88	-76.86165491757421	-0.11106924630154566
26.895	-76.86166189457225	-0.11093378213944707
26.91	-76.86166881948859	-0.11079914573284741
26.925	-76.86167569323855	-0.11066581047060932
26.94	-76.86168251699549	-0.11053424881385507
26.955	-76.8616892921786	-0.11040493064292677
26.97	-76.8616960204397	-0.11027832159862323
26.985	-76.8617027036574	-0.11015488142355502
27	-76.861709343928	-0.11003506230949944
27.015	-76.86171594354745	-0.1099193072567109
27.03	-76.86172250500694	-0.10980804845119871
27.045	-76.86172903097983	-0.10970170566592424
27.06	-76.86173552430957	-0.10960068469192834
27.075	-76.86174198800205	-0.10950537580529471
27.09	-76.86174842521059	-0.10941615227582235
27.105	-76.86175483922905	-0.10933336892318368
27.12	-76.8617612334789	-0.10925736072621908
27.135	-76.86176761149908	-0.10918844149088663
27.15	-76.8617739769374	-0.1091269025822166
