# L= 200  beta= [0.01]  t_max= 2.0  steps= 500
t 	  D= [100]
0.004	7385920996724692e-41
0.008	7418465141423419e-41
0.016	7422376800284509e-41
0.024	7438077018659151e-41
0.032	7415124057250197e-41
0.04	7479920278555549e-41
0.048	7450340038124484e-41
0.056	7498177250333128e-41
0.064	7552887063619707e-41
0.072	7568736705655084e-41
0.08	7470942182927455e-41
0.088	744014429407883e-40
0.096	7410942653794699e-41
0.104	7379302648416546e-41
0.112	7321302290081959e-41
0.12	7347629389850381e-41
0.128	7391111514286937e-41
0.136	7315415184884138e-41
0.144	7287537297579545e-41
0.152	7215369415081387e-41
0.16	7177127018000747e-41
0.168	7135696523554197e-41
0.176	7089978775188461e-41
0.184	7079694899286e-38
0.192	7026685435648621e-41
0.2	6952441871869625e-41
0.208	6903923544736835e-41
0.216	6848496573041444e-41
0.224	6745138173218101e-41
0.232	6657939643649248e-41
0.24	6642285983573372e-41
0.248	6587428897288403e-41
0.256	6544210278390533e-41
0.264	6481648790386604e-41
0.272	6413711817059094e-41
0.28	6325678367826595e-41
0.288	6213038589758905e-41
0.296	6125786257307739e-41
0.304	6054934857947991e-41
0.312	5949269163658531e-41
0.32	5863995666227078e-41
0.328	5761908173209556e-41
0.336	5709768605286824e-41
0.344	5641664260421288e-41
0.352	5537962249195048e-41
0.36	5425210574765934e-41
0.368	5337603403038677e-41
0.376	5215223227392714e-41
0.384	508580490700613e-40
0.392	49678796686232443e-42
0.4	48703652949087977e-42
0.408	4817180270666054e-41
0.416	4729402228104854e-41
0.424	4652272385275513e-41
0.432	45730831264993966e-42
0.44	44661826508105327e-42
0.448	43908282574942814e-42
0.456	4308884385949749e-41
0.464	4194882052883906e-41
0.472	4089806532279235e-41
0.48	3979818826482457e-41
0.488	38740906282516744e-42
0.496	3785968031125037e-41
0.504	36925814159192527e-42
0.512	35936355417087545e-42
0.52	3507329034067777e-41
0.528	34264456471413987e-42
0.536	3348631442346163e-41
0.544	3244191852909287e-41
0.552	3179948156268168e-41
0.56	30751799505293653e-42
0.568	2985815571524193e-41
0.576	28935837740923455e-42
0.584	2803772295372911e-41
0.592	2736033657502759e-41
0.6	2642781173868182e-41
0.608	2537563470328447e-41
0.616	2472198247598408e-41
