# L= 200  beta= [0.01]  t_max= 2.0  steps= 500
t 	  D= [100]
0.624	23964780067287044e-42
0.632	23176067059566117e-42
0.64	22186343993631313e-42
0.648	21502792188792517e-42
0.656	20703607513806162e-42
0.664	2007694207463867e-41
0.672	19168379509843373e-42
0.68	18462058162720185e-42
0.688	1780295043680888e-41
0.696	17220239966971194e-42
0.704	16676108924060974e-42
0.712	16285138705355656e-42
0.72	15532406856446235e-42
0.728	15003964077406166e-42
0.736	14204749550785978e-42
0.744	13434509234160063e-42
0.752	1301790537800586e-41
0.76	126248179843728e-40
0.768	12176542543159727e-42
0.776	11517370636825653e-42
0.784	10964965360125956e-42
0.792	10675813071558418e-42
0.8	10254797053790731e-42
0.808	9762420455596422e-42
0.816	9152537276281329e-42
0.824	8713798367755178e-42
0.832	843283616869583e-41
0.84	8112833737327455e-42
0.848	7727264101584828e-42
0.856	7464108548367191e-42
0.864	716269760217472e-41
0.872	6717123231325659e-42
0.88	6506999061926981e-42
0.888	60263740206768354e-43
0.896	5790108511331387e-42
0.904	550351824208506e-41
0.912	5091605935360105e-42
0.92	4852009460229492e-42
0.928	461219816283774e-41
0.936	44747758358326585e-43
0.944	4203514386416564e-42
0.952	39561801530007756e-43
0.96	37620194391487696e-43
0.968	35373742161605724e-43
0.976	3406628985990367e-42
0.984	3331975307292991e-42
0.992	3115518692388366e-42
1	2838686914765846e-42
1.008	27038110091648674e-43
1.016	25325968536191863e-43
1.024	2389369189611145e-42
1.032	22203003346365625e-43
1.04	20222628642595396e-43
1.048	19490009137949547e-43
1.056	1729661944310531e-42
1.064	15690212027740795e-43
1.072	14412091104456678e-43
1.08	13075899746737483e-43
1.088	12120370025294803e-43
1.096	11215255089370872e-43
1.104	10191765122809806e-43
1.112	9413762063626636e-43
1.12	8423949491911642e-43
1.128	8139477226192698e-43
1.136	7577514234636054e-43
1.144	66831314158543455e-44
1.152	5900841523006466e-43
1.16	5265501809629259e-43
1.168	4755881760556385e-43
1.176	4132281487097147e-43
1.184	37141848953978416e-44
1.192	34435376971686137e-44
1.2	3316120979967591e-43
1.208	30383682019115997e-44
1.216	3258302159905877e-43
1.224	31294751778807203e-44
1.232	2809694536748326e-43
1.24	27009077385151166e-44
1.248	2593423428172838e-43
1.256	2234280850462352e-43
1.264	20908137780910296e-44
1.272	17867217404899197e-44
1.28	17528738122855987e-44
1.288	16826856179704755e-44
1.296	16077285067359132e-44
1.304	15660213299287761e-44
1.312	14469936038468277e-44
1.32	11885918021915467e-44
1.328	10762776027422674e-44
1.336	1140592159615579e-43
1.344	10863534435894298e-44
1.352	9600966479232841e-44
1.36	8188901162602206e-44
1.368	6078355865131963e-44
1.376	5454783698207637e-44
1.384	563933048873443e-43
1.392	48572770605585137e-45
1.4	3275053667957599e-44
1.408	31058357125968225e-45
1.416	4378797578569045e-44
1.424	1571688900636674e-44
1.432	1733274792976084e-44
1.44	22968356160996037e-45
1.448	3380664607256564e-44
1.456	3366689978406724e-44
1.464	3966692488277172e-44
1.472	452075366187482e-43
1.48	5046273924846565e-44
1.488	47972629048184654e-45
1.496	598660603850582e-43
1.504	577867797202595e-43
1.512	6578811181133852e-44
1.52	7182336765817792e-44
1.528	7766700777614481e-44
1.536	9809102245654237e-44
1.544	8170596567641958e-44
1.552	7018791935528661e-44
1.56	6677947770957098e-44
1.568	5343339995470506e-44
1.576	42505274203813827e-45
1.584	4720512218523011e-44
1.592	39765517843672514e-45
1.6	4538170700166096e-44
1.608	41297240118891165e-45
1.616	3766152535543141e-44
1.624	3642857806768771e-44
1.632	27433711632687726e-45
1.64	3240177325692642e-44
1.648	27285960920517854e-45
1.656	3302581685610729e-44
1.664	4411342205572828e-44
1.672	43012944614785826e-45
1.68	3151247888853038e-44
1.688	26949388475700694e-45
1.696	29617596145775424e-45
1.704	27177530564121997e-45
1.712	3161817623368577e-44
1.72	21596045476848846e-45
1.728	2303634913468378e-44
1.736	24038114331911905e-45
1.744	3317658395188177e-44
1.752	3091817911920068e-44
1.76	30039545995845126e-45
1.768	35670333250842635e-45
1.776	32772787456942586e-45
1.784	37121844146247654e-45
1.792	3198817707345237e-44
1.8	33993396958163717e-45
1.808	3043706972888494e-44
1.816	28936996033035954e-45
1.824	1945400338302554e-44
1.832	1883605556046767e-44
1.84	16757022071039895e-45
1.848	1392411208551513e-44
1.856	1424523278296253e-44
1.864	9653250814885937e-45
1.872	5764362350822737e-45
1.88	23218917563310504e-46
1.888	9227344757151839e-46
1.896	26681887472771033e-47
1.904	31639889634531486e-46
1.912	2304153458028233e-45
1.92	2335917985209207e-45
1.928	8938559665972027e-47
1.936	1078851612901125e-45
1.944	1958357770474187e-45
1.952	44026739977830224e-46
1.96	28194319442759377e-46
1.968	3979741829701388e-45
1.976	1058131574218048e-45
1.984	11471016037316941e-46
1.992	5155738991032636e-46
2	-2700827382032229e-45
