# L= 10  beta= [1.0]  t_max= 20.0  steps= 500
t 	  D= [20,40,80]
0.01	-0.10437083861762866	-0.10437083861767377	-0.10437083861766101
0.02	-0.10435721071706511	-0.10435721071710541	-0.10435721071709249
0.03	-0.10434360041430812	-0.10434360041434135	-0.10434360041432829
0.04	-0.10433001921067317	-0.10433001921069887	-0.10433001921068566
0.05	-0.10431647857568095	-0.1043164785757002	-0.10431647857568666
0.06	-0.10430298993885467	-0.10430298993886883	-0.10430298993885448
0.07	-0.10428956468142977	-0.10428956468143985	-0.10428956468142539
0.08	-0.10427621412796458	-0.10427621412797129	-0.10427621412795615
0.09	-0.10426294953784115	-0.10426294953784392	-0.10426294953782911
0.1	-0.1042497820966379	-0.10424978209663857	-0.10424978209662344
0.11	-0.10423672290736975	-0.10423672290736805	-0.10423672290735311
0.12	-0.10422378298156434	-0.10422378298156107	-0.10422378298154601
0.13	-0.10421097323016826	-0.10421097323016346	-0.10421097323014852
0.14	-0.10419830445425929	-0.10419830445425468	-0.10419830445423964
0.15	-0.10418578733554709	-0.10418578733554434	-0.10418578733552891
0.16	-0.10417343242663837	-0.10417343242663919	-0.10417343242662341
0.17	-0.10416125014103947	-0.10416125014104552	-0.10416125014103031
0.18	-0.10414925074288112	-0.10414925074289381	-0.10414925074287844
0.19	-0.10413744433638439	-0.10413744433634511	-0.10413744433632988
0.2	-0.10412584085469423	-0.10412584085466135	-0.1041258408546459
0.21	-0.10411445004892143	-0.10411445004890144	-0.10411445004888571
0.22	-0.10410328147621471	-0.10410328147621488	-0.10410328147619935
0.23	-0.10409234448766629	-0.10409234448769353	-0.10409234448767782
0.24	-0.1040816482156883	-0.1040816482157461	-0.10408164821573007
0.25	-0.1040712015608719	-0.10407120156095705	-0.10407120156094016
0.26	-0.10406101317827973	-0.10406101317838296	-0.1040610131783663
0.27	-0.10405109146313808	-0.10405109146324923	-0.10405109146323249
0.28	-0.10404144453587832	-0.10404144453599012	-0.10404144453597307
0.29	-0.10403208022648319	-0.10403208022659152	-0.10403208022657434
0.3	-0.10402300605807376	-0.10402300605817698	-0.10402300605815981
0.31	-0.10401422922968842	-0.10401422922978645	-0.10401422922976847
0.32	-0.10400575659819042	-0.10400575659828304	-0.10400575659826466
0.33	-0.10399759465924599	-0.10399759465933192	-0.10399759465931369
0.34	-0.10398974952730751	-0.1039897495273866	-0.1039897495273685
0.35	-0.10398222691453383	-0.10398222691460424	-0.1039822269145864
0.36	-0.103975032108574	-0.10397503210863562	-0.10397503210861744
0.37	-0.1039681699491427	-0.1039681699491947	-0.10396816994917628
0.38	-0.10396164480330689	-0.10396164480334913	-0.1039616448033309
0.39	-0.10395546053939733	-0.1039554605394331	-0.10395546053941436
0.4	-0.10394962049946738	-0.10394962049950554	-0.10394962049948639
0.41	-0.10394412747020447	-0.10394412747025805	-0.1039441274702386
0.42	-0.10393898365220847	-0.10393898365228381	-0.10393898365226455
0.43	-0.10393419062750511	-0.10393419062760438	-0.10393419062758491
0.44	-0.10392974932522081	-0.1039297493253501	-0.10392974932533067
0.45	-0.10392565998532696	-0.10392565998549708	-0.10392565998547759
0.46	-0.10392192212031323	-0.103921922120534	-0.10392192212051495
0.47	-0.10391853447467267	-0.10391853447495608	-0.10391853447493735
0.48	-0.10391549498208957	-0.10391549498245306	-0.10391549498243469
0.49	-0.1039128007202024	-0.10391280072067687	-0.10391280072065914
0.5	-0.10391044786280942	-0.10391044786344844	-0.10391044786343079
0.51	-0.10390843162937644	-0.10390843163026914	-0.10390843163025176
0.52	-0.10390674623170652	-0.10390674623299918	-0.10390674623298249
0.53	-0.10390538481762651	-0.10390538481955085	-0.10390538481953485
0.54	-0.10390433941153204	-0.10390433941444485	-0.10390433941442945
0.55	-0.10390360085164363	-0.10390360085607141	-0.1039036008560579
0.56	-0.10390315872381087	-0.10390315873048972	-0.10390315873047795
0.57	-0.10390300129172643	-0.10390300130159719	-0.10390300130158706
0.58	-0.10390311542338992	-0.10390311543748483	-0.10390311543747714
0.59	-0.1039034865136462	-0.1039034865328025	-0.1039034865327974
0.6	-0.10390409840254201	-0.10390409842693507	-0.10390409842693263
0.61	-0.10390493328916237	-0.10390493331779543	-0.10390493331779574
0.62	-0.10390597164069904	-0.10390597167102658	-0.10390597167103097
0.63	-0.10390719209661858	-0.103907192124403	-0.10390719212441038
0.64	-0.10390857136788027	-0.10390857138720322	-0.10390857138721402
0.65	-0.10391008413101294	-0.10391008413432876	-0.10391008413434366
0.66	-0.10391170291678455	-0.10391170289493468	-0.10391170289495287
0.67	-0.10391339799315309	-0.10391339793531378	-0.10391339793533458
0.68	-0.10391513724221768	-0.10391513713579445	-0.10391513713581693
0.69	-0.1039168860308997	-0.10391688586137154	-0.1039168858613948
0.7	-0.10391860707508144	-0.10391860682580673	-0.10391860682582879
0.71	-0.10392026029694178	-0.10392025994891044	-0.10392025994892934
0.72	-0.10392180267520551	-0.10392180220670555	-0.10392180220671751
0.73	-0.10392318808801382	-0.10392318747417814	-0.10392318747417935
0.74	-0.10392436714791305	-0.10392436636028604	-0.10392436636027114
0.75	-0.10392528702834837	-0.10392528603491302	-0.10392528603487566
0.76	-0.10392589128179283	-0.10392589004741835	-0.1039258900473497
0.77	-0.10392611964994408	-0.10392611813644054	-0.10392611813633018
0.78	-0.1039259078649226	-0.1039259060305939	-0.10392590603043053
0.79	-0.10392518744053791	-0.10392518523969056	-0.10392518523946036
0.8	-0.10392388545353087	-0.10392388283610224	-0.10392388283578963
0.81	-0.10392192431460615	-0.10392192122587887	-0.10392192122546563
