# L= 10  beta= [1.0]  t_max= 20.0  steps= 2000
t 	  D= [20, 40, 80]
0.01	-0.5589718500196356	-0.5589718500196472	-0.5589718500195713
0.1	-0.5589700899506852	-0.5589700899506973	-0.5589700899506238
0.2	-0.5589655274652113	-0.5589655274652257	-0.5589655274651767
0.3	-0.5589615636974357	-0.5589615636974572	-0.5589615636974378
0.4	-0.5589653836888306	-0.5589653836888591	-0.5589653836888688
0.5	-0.5589920666441109	-0.5589920666441487	-0.5589920666441797
0.6	-0.5590739149310838	-0.5590739149311287	-0.5590739149311659
0.7	-0.559279163017379	-0.5592791630174183	-0.559279163017454
0.8	-0.5597453172235753	-0.5597453172237274	-0.5597453172237467
0.9	-0.5607315470231261	-0.560731547024498	-0.5607315470244928
1	-0.5626888698056932	-0.562688869810642	-0.5626888698106147
1.1	-0.5663322728361418	-0.5663322728270462	-0.5663322728270068
1.2	-0.5726720181644357	-0.5726720179378648	-0.5726720179378396
1.3	-0.5829247842991325	-0.5829247825384797	-0.582924782538455
1.4	-0.5981987536972145	-0.5981987433977458	-0.5981987433975678
1.5	-0.6188827163297986	-0.6188826640698566	-0.618882664068057
1.6	-0.643850120705283	-0.6438498806928681	-0.6438498806775431
1.7	-0.6699375442324281	-0.6699365390780364	-0.6699365389639448
1.8	-0.6924187171195979	-0.6924149136817046	-0.6924149129084274
1.9	-0.7067864283286097	-0.7067736405233629	-0.7067736357318695
2	-0.7109089631552624	-0.7108714095853484	-0.7108713830323435
2.1	-0.7058018731347071	-0.7057066298338182	-0.7057065016478746
2.2	-0.6943534961488262	-0.6941451266356069	-0.694144579711636
2.3	-0.6793284194794105	-0.6789305608035296	-0.6789285230020884
2.4	-0.6623021872441167	-0.6616214124476242	-0.6616149318330528
2.5	-0.6438208570314534	-0.6427352705348078	-0.64271789663493
2.6	-0.6240792247986092	-0.6223975152237502	-0.6223589452080666
2.7	-0.6034960976993434	-0.6008980319080702	-0.6008260976896383
2.8	-0.5829770899253771	-0.5789724410333179	-0.5788543954950999
2.9	-0.5638679159430897	-0.5578144445428266	-0.5576349550259864
3	-0.5476609983201549	-0.5388694182830476	-0.538605962039389
3.1	-0.5355403833604665	-0.5234953661583475	-0.5231147274514354
3.2	-0.5277678194363608	-0.5126170217262841	-0.5120762573653797
3.3	-0.5230480541365555	-0.506500824072705	-0.505753182507439
3.4	-0.5191558733169692	-0.5047289856101377	-0.5037309255285203
3.5	-0.5145966125316646	-0.5063663886056687	-0.505082393192974
3.6	-0.5094451562750317	-0.5102439388468044	-0.5086461385473627
3.7	-0.505270672986396	-0.5152535391576077	-0.5133111711601342
3.8	-0.5043818451015329	-0.5205483711219432	-0.5182180381159224
3.9	-0.5086880469254773	-0.52557478684459	-0.5228342957367635
4	-0.5187059247020884	-0.5299341810299711	-0.5269170356587038
4.1	-0.5331701210129872	-0.5332468156208177	-0.5304121489112972
4.2	-0.5493654843713622	-0.5352804123830358	-0.5333500021947787
4.3	-0.5640158783691488	-0.5361741007813269	-0.535786450318282
4.4	-0.5744163943734639	-0.5365285319644523	-0.5377991222732857
4.5	-0.5793305110762129	-0.5373384718314136	-0.5395032213485617
4.6	-0.579234505285814	-0.5397596305045482	-0.5410549379369056
4.7	-0.5758718281892751	-0.5447623590626126	-0.5426354177448227
4.8	-0.5714263286007271	-0.5527649717769911	-0.5443958986432625
4.9	-0.5677234073754096	-0.5633301023799868	-0.5463958415086521
5	-0.5657560121759352	-0.5750009540739316	-0.5485934327419729
5.1	-0.5656198787096518	-0.585457264984887	-0.5508740406466304
5.2	-0.5667551568841352	-0.5921898500341871	-0.5530968481836942
5.3	-0.5683079757943166	-0.5934283827671628	-0.5551527316585475
5.4	-0.5694540997350495	-0.5888477193990154	-0.5569962155149644
5.5	-0.5696213815822108	-0.5798555674571098	-0.5586382972154608
5.6	-0.5686289219321865	-0.5693058826554779	-0.5601240388362241
5.7	-0.5667643299620866	-0.5606051279508905	-0.5615018946688534
5.8	-0.5647504528347788	-0.556566473482956	-0.5627937412019802
5.9	-0.5634993440871743	-0.5584192438316874	-0.5639851023876319
6	-0.5636502716598311	-0.5653129080065998	-0.5650422480161877
6.1	-0.565124841715665	-0.57461706200634	-0.5659561454990428
6.2	-0.5670443012665518	-0.582933783824094	-0.5668060376109967
6.3	-0.5681697723056892	-0.5873503918370776	-0.567808123361533
6.4	-0.567679971184205	-0.5866252933964985	-0.5693092984973925
6.5	-0.5658500901576621	-0.5818046498176552	-0.5717075906572662
6.6	-0.5642091549612951	-0.5757410156395157	-0.5753211113898355
6.7	-0.5650296900816986	-0.5718126562000696	-0.5802380421566838
6.8	-0.5703363713053923	-0.5725054478967013	-0.5861816314961998
6.9	-0.5808269846267394	-0.5784179230200258	-0.5924492059616088
7	-0.5951875575917216	-0.5880421795157037	-0.5979891572139627
7.1	-0.6102224889602927	-0.5983806061182346	-0.6016316784770366
7.2	-0.6219032969593083	-0.606112176422949	-0.6024182948898467
7.3	-0.6269425592510245	-0.6088092214883694	-0.5999286770494279
7.4	-0.6241295671222078	-0.6057467798226013	-0.5944742555030975
7.5	-0.6147381733324224	-0.5980355063601064	-0.5870516562406942
7.6	-0.601929354745341	-0.5880683682488794	-0.5790589833336219
7.7	-0.5896074807228331	-0.5785708662858962	-0.5718898362636647
7.8	-0.5811215429792868	-0.5716963025801942	-0.5665493953938643
7.9	-0.578136707239763	-0.5684506892096205	-0.5633911434693561
8	-0.5800516441555392	-0.568505681100106	-0.5620136893319936
8.1	-0.5842262042623038	-0.5703748948561642	-0.561332878215014
8.2	-0.5870057066228903	-0.5718882265177639	-0.5598408927644096
8.3	-0.5851517848070894	-0.5708289337641085	-0.5560221477984163
8.4	-0.5770660136410378	-0.5655611836424261	-0.5488234479868689
8.5	-0.5633407550586224	-0.5555142355595841	-0.5380520240168983
8.6	-0.5465333700804941	-0.5414445302837315	-0.52458954325929
8.7	-0.5303167561069724	-0.5254069403087105	-0.5103302699363439
8.8	-0.5182792555062934	-0.5103678111474338	-0.49780354578167835
8.9	-0.5127475247999923	-0.4994743625806951	-0.4895390290988864
9	-0.5140552449840935	-0.49515774321353256	-0.48734307645896435
9.1	-0.5205675717740001	-0.49836370214344017	-0.4917165326997206
9.2	-0.5294692435162849	-0.5081849703616063	-0.5016249415996922
9.3	-0.5379659092135395	-0.5220525839077342	-0.5147339505743844
9.4	-0.544351371207367	-0.5364675759168239	-0.5280670589155764
9.5	-0.5484854489672598	-0.5480495332032411	-0.5388792428837855
9.6	-0.5515377663997798	-0.5545384098218928	-0.5454399924096728
9.7	-0.5551823150177203	-0.5553898620585893	-0.5474435259395154
9.8	-0.5606159533268144	-0.5517584690577754	-0.5459108467152545
9.9	-0.5678029785439566	-0.5459089796318011	-0.5426499296083636
10	-0.5752689081295669	-0.5403161242959398	-0.5395084700130464
10.1	-0.5805855625489025	-0.53681715221589	-0.537717841385757
10.2	-0.5814048783422384	-0.5361329854252077	-0.5375688653428276
