# L= 80  beta= [0.5]  t_max= 8.0  steps= 1000
t 	  D= [200]
2.288	25133938788389613e-31
2.304	25126216851310956e-31
2.32	25118411925402465e-31
2.336	2511054892880749e-30
2.352	25102653071006058e-31
2.368	25094749437381133e-31
2.384	25086862588275725e-31
2.4	25079016173694412e-31
2.416	2507123256386072e-30
2.432	25063532501970752e-31
2.448	25055934800321038e-31
2.464	25048456119231116e-31
2.48	25041110878931866e-31
2.496	2503391132981662e-30
2.512	25026867370456424e-31
2.528	25019985389985138e-31
2.544	25013268488282924e-31
2.56	25006716968206237e-31
2.576	25000328329390658e-31
2.592	24994098024613057e-31
2.608	24988019682207025e-31
2.624	24982084754682808e-31
2.64	24976282257898334e-31
2.656	24970598961209284e-31
2.672	2496501954570803e-30
2.688	2495952743098628e-30
2.704	24954106359959427e-31
2.72	2494873921782151e-30
2.736	24943407192840564e-31
2.752	24938091568406148e-31
2.768	24932774234576785e-31
2.784	2492743925541205e-30
2.8	24922072876933668e-31
2.816	24916659176334706e-31
2.832	2491118126203859e-30
2.848	24905624060829494e-31
2.864	2489997536959239e-30
2.88	24894224416834324e-31
2.896	24888360894654694e-31
2.912	24882373755412186e-31
2.928	24876250791416107e-31
2.944	24869989807881345e-31
2.96	24863604764844796e-31
2.976	2485711372446616e-30
2.992	24850520503102732e-31
3.008	248438234780078e-29
3.024	24837026188124804e-31
3.04	24830136223462323e-31
3.056	24823163635183693e-31
3.072	24816120084816176e-31
3.088	2480901841989151e-30
3.104	24801872371065946e-31
3.12	2479469625440161e-30
3.136	2478750469918379e-30
3.152	24780312293257053e-31
3.168	24773133250812414e-31
3.184	24765981417752096e-31
3.2	2475887054952749e-30
3.216	24751815022134718e-31
3.232	2474483050760406e-30
3.248	2473793361624635e-30
3.264	24731140760784404e-31
3.28	2472446552082615e-30
3.296	2471791536504282e-30
3.312	24711492049544942e-31
3.328	24705193258307686e-31
3.344	2469901496265688e-30
3.36	24692952979230907e-31
3.376	2468700116323168e-30
3.392	2468114941529149e-30
3.408	24675382929899917e-31
3.424	2466968246378791e-30
3.44	24664025309098043e-31
3.456	24658386551806828e-31
3.472	24652740117382893e-31
3.488	24647059562471218e-31
3.504	24641319385177648e-31
3.52	24635497583446286e-31
3.536	24629579200843368e-31
3.552	2462356006345597e-30
3.568	24617450194679562e-31
3.584	24611277114572555e-31
3.6	2460508901670219e-30
3.616	24598954855673764e-31
3.632	2459295528556967e-30
3.648	24587161323932113e-31
3.664	24581608838770675e-31
3.68	24576286767384304e-31
3.696	24571150271874905e-31
3.712	24566150777187264e-31
3.728	245612655244176e-29
3.744	2455651700389987e-30
3.76	2455198308713113e-30
3.776	245478016929814e-29
3.792	24544171225893837e-31
3.808	24541345005445794e-31
3.824	24539617600980055e-31
3.84	24539302194898397e-31
3.856	2454069564984096e-30
3.872	2454402049870611e-30
3.888	2454933016888201e-30
3.904	24556378213712633e-31
3.92	24564481063972275e-31
3.936	2457242125544409e-30
3.952	24578430397008185e-31
3.968	2458029900388711e-30
3.984	2457571263636694e-30
4	24562879864953997e-31
4.016	2454125071079939e-30
4.032	24511872318988186e-31
4.048	2447713167625654e-30
4.064	24440125120576443e-31
4.08	24404103376888853e-31
4.096	24372240315443947e-31
4.112	24347636206040705e-31
4.128	24333339137382416e-31
4.144	24332310435480843e-31
4.16	24347380945266386e-31
4.176	2438117535693374e-30
4.192	24435861818280686e-31
4.208	24512590504618572e-31
4.224	24610663640130674e-31
4.24	2472671304857282e-30
4.256	248542546813557e-29
4.272	24983822766552445e-31
4.288	2510362375171846e-30
4.304	25200492213578924e-31
4.32	25260921885221144e-31
4.336	25271991665146803e-31
4.352	2522212556313757e-30
4.368	2510172826646326e-30
4.384	24903783466991535e-31
4.4	24624462514281777e-31
4.416	24263718938706372e-31
4.432	23825758136552944e-31
4.448	2331914405622627e-30
4.464	22756113100482677e-31
4.48	2215055987407124e-30
4.496	21514253863956827e-31
4.512	208513562364516e-29
4.528	201521250372139e-29
4.544	19387328230661553e-31
4.56	18505014015243267e-31
4.576	17430918303191173e-31
4.592	16073485294991607e-31
4.608	14334162395449965e-31
4.624	12123180196337255e-31
4.64	9380019341240298e-31
4.656	6096539008580947e-31
4.672	2339624422020226e-31
4.688	-173024386276159e-30
4.704	-5847762139901218e-31
4.72	-9641102598317294e-31
4.736	-1264027009626359e-30
4.752	-14294193983610685e-31
4.768	-13993596042158492e-31
4.784	-11095741613409358e-31
4.8	-4947278303213322e-31
4.816	5097826296537204e-31
4.832	1966704493483262e-30
4.848	3936533288496201e-30
4.864	64777584725924415e-31
4.88	964750781861985e-29
4.896	13502153694793262e-30
4.912	1809727527580945e-29
4.928	23486257320772694e-30
4.944	297167344115687e-28
4.96	36823979810986514e-30
4.976	44820013391800816e-30
4.992	5367653025501562e-29
5.008	6329868773114145e-29
5.024	7348541349099041e-29
5.04	8387030150058319e-29
5.056	9383544530701511e-29
5.072	10238882073475495e-29
5.088	10799416899889933e-29
5.104	1083409562191685e-28
5.12	10004110130030431e-29
5.136	7823899342854621e-29
5.152	36121952495991135e-30
5.168	-3568026425304512e-29
5.184	-14981618758806352e-29
5.2	-3230602117929517e-28
5.216	-5772904576936127e-28
5.232	-9405965192654796e-28
5.248	-14485118115577257e-28
5.264	-2145358998316193e-27
5.28	-30856892521638632e-28
5.296	-43357872023411045e-28
5.312	-59752039868031085e-28
5.328	-8098271773344175e-27
5.344	-10815545166856324e-27
5.36	-14255109044128921e-27
5.376	-18563688500898197e-27
5.392	-23907495699818663e-27
5.408	-3047275004110969e-26
5.424	-38465812455843406e-27
5.44	-48112881956112115e-27
5.456	-596592122064134e-25
5.472	-733678179991883e-25
5.488	-89517655719431e-24
5.504	-10840127741750423e-26
5.52	-13032197516521672e-26
5.536	-15559044953003934e-26
5.552	-18452105295368513e-26
5.568	-21742767541365366e-26
5.584	-25461935364371374e-26
5.6	-2963956980997931e-25
5.616	-34304224040625175e-26
5.632	-39482581030636445e-26
5.648	-451990052582786e-24
5.664	-5147511924939474e-25
5.68	-5832941510966627e-25
5.696	-657769101493074e-24
5.712	-7382885420641065e-25
5.728	-8249249442048861e-25
5.744	-9177090110261888e-25
5.76	-10166285602482493e-25
5.776	-11216280198688956e-25
5.792	-12326085008589699e-25
5.808	-1349428387916751e-24
5.824	-14719043688321224e-25
5.84	-15998128049348521e-25
5.856	-17328913333022743e-25
5.872	-1870840582637434e-24
5.888	-2013325883009364e-24
5.904	-21599788518004267e-25
5.92	-23103987457856445e-25
5.936	-24641534802009873e-25
5.952	-2620780229093757e-24
5.968	-27797855375931116e-25
5.984	-2940644892372958e-24
6	-3102801716338369e-24
6.016	-3265665770561025e-24
6.032	-3428610968564042e-24
6.048	-35909726295088425e-25
6.064	-3752044222072018e-24
6.08	-3911073676163143e-24
6.096	-4067259369462491e-24
6.112	-4219745923751863e-24
6.128	-436761997558226e-23
6.144	-4509906110742314e-24
6.16	-4645563170880531e-24
6.176	-4773481146050422e-24
6.192	-4892478848072864e-24
6.208	-5001302507897368e-24
6.224	-5098625338221646e-24
6.24	-5183047943802056e-24
6.256	-52530992422505255e-25
6.272	-5307237295803633e-24
6.288	-5343849193368017e-24
6.304	-53612489433603825e-25
6.32	-5357672357904163e-24
6.336	-5331268283113938e-24
6.352	-5280086397539351e-24
6.368	-52020632568500435e-25
6.384	-509501022548466e-23
6.4	-4956609090921475e-24
6.416	-4784422881764064e-24
6.432	-4575929879642237e-24
6.448	-43285871920504115e-25
6.464	-4039926002829984e-24
6.48	-37076739437208557e-25
6.496	-3329892350935081e-24
6.512	-2905109928168918e-24
6.528	-24324313498434656e-25
6.544	-19115988113419316e-25
6.56	-1342983950374911e-24
6.576	-7274870063715595e-25
6.592	-6632450205653925e-26
6.608	6392988250019892e-25
6.624	13886158618565108e-25
6.64	21817823821668386e-25
6.656	3020373738274937e-24
6.672	3907846887396343e-24
6.688	4849929729022333e-24
6.704	5854909506954255e-24
6.72	6933803463933395e-24
6.736	8100409807059933e-24
6.752	9371254640128254e-24
6.768	10765466398508849e-24
6.784	12304617597294637e-24
6.8	1401257052883923e-23
6.816	15915349268807616e-24
6.832	1804103926797861e-23
6.848	20419694023482535e-24
6.864	23083211154838814e-24
6.88	26065130662991846e-24
6.896	29400306901862452e-24
6.912	33124412180478996e-24
6.928	3727324284431986e-23
6.944	4188181700054014e-23
6.96	46983275329970284e-24
6.976	5260762068133824e-23
6.992	5878035570528147e-23
7.008	6552109755234141e-23
7.024	7284226160267754e-23
7.04	807479099459997e-22
7.056	8923285375298839e-23
7.072	9828208213259035e-23
7.088	10787056534877326e-23
7.104	11796345028642178e-23
7.12	12851663422897215e-23
7.136	1394776727968257e-22
7.152	1507869523076089e-22
7.168	16237903825721795e-23
7.184	1741841017160277e-22
7.2	18612932505181494e-23
7.216	1981401975804098e-22
7.232	2101416296825749e-22
7.248	22205883894405656e-23
7.264	23381799144953542e-23
7.28	2453466123522819e-22
7.296	2565738087087048e-22
7.312	26743037081153096e-23
7.328	2778488328456836e-22
7.344	2877635775260927e-22
7.36	29711106167245334e-23
7.376	30583022123423726e-23
7.392	31386308742697894e-23
7.408	3211556140090834e-22
7.424	32765868367918357e-23
7.44	33332923347667325e-23
7.456	33813141862510685e-23
7.472	3420377239031685e-22
7.488	3450299322832963e-22
7.504	3470998715857211e-22
7.52	3482498793531032e-22
7.536	34849295113600594e-23
7.552	34785256457889796e-23
7.568	34636219769131003e-23
7.584	34406458159489953e-23
7.6	34101074369933634e-23
7.616	3372589056734947e-22
7.632	3328733017739494e-22
7.648	3279229780530666e-22
7.664	32248062325057696e-23
7.68	3166214695697716e-22
7.696	3104222877354336e-22
7.712	3039604870983672e-22
7.728	29731331912642097e-23
7.744	29055717204825895e-23
7.76	28376693609175236e-23
7.776	2770154128475547e-22
7.792	2703727388648313e-22
7.808	26390579259685575e-23
7.824	2576775551847666e-22
7.84	2517463991703178e-22
7.856	246165284859343e-21
7.872	24098085151029955e-23
7.888	23623239943035818e-23
7.904	2319507690638187e-22
7.92	22815713373744274e-23
7.936	2248617333073208e-22
7.952	2220625859916369e-22
7.968	21974422449772374e-23
7.984	2178765096730744e-22
8	2164135798190931e-22
