# L= 80  beta= [0.5]  t_max= 8.0  steps= 1000
t 	  D= [200]
0.008	2800316149360933e-30
0.016	28003143582201743e-31
0.032	2800306216119882e-30
0.048	28002902740614077e-31
0.064	28002639487450713e-31
0.08	28002239395412427e-31
0.096	28001660718621253e-31
0.112	28000851210873886e-31
0.128	27999746186530283e-31
0.144	27998266437864438e-31
0.16	27996316061439353e-31
0.176	27993780268137124e-31
0.192	27990523275377888e-31
0.208	27986386406829132e-31
0.224	27981186550349134e-31
0.24	2797471515520308e-30
0.256	27966737969193036e-31
0.272	2795699573452183e-30
0.288	2794520606571632e-30
0.304	2793106672058222e-30
0.32	2791426044013297e-30
0.336	2789446147045049e-30
0.352	27871343787579657e-31
0.368	2784459092283099e-30
0.384	27813907141404354e-31
0.4	27779029567939256e-31
0.416	27739740698875424e-31
0.432	2769588061184343e-30
0.448	27647358098558234e-31
0.464	275941599287849e-29
0.48	2753635750942576e-30
0.496	2747411034398231e-30
0.512	27407665902583365e-31
0.528	27337355779753717e-31
0.544	27263588294576414e-31
0.56	27186837966049434e-31
0.576	2710763252360018e-30
0.592	27026538273760293e-31
0.608	2694414471791067e-30
0.624	26861049300443217e-31
0.64	26777843071931295e-31
0.656	26695097892600744e-31
0.672	26613355610298772e-31
0.688	26533119440714233e-31
0.704	26454847590897394e-31
0.72	26378949008211485e-31
0.736	2630578102497784e-30
0.752	26235648600352466e-31
0.768	26168804837010703e-31
0.784	26105452459980454e-31
0.8	26045745978926326e-31
0.816	2598979430400264e-30
0.832	25937663636793043e-31
0.848	2588938050794619e-30
0.864	2584493487517135e-30
0.88	25804283227846004e-31
0.896	25767351667946903e-31
0.912	2573403895132927e-30
0.928	25704219481484217e-31
0.944	25677746250860476e-31
0.96	2565445372548368e-30
0.976	25634160667084716e-31
0.992	2561667288566757e-30
1.008	2560178591390182e-30
1.024	2558928759353563e-30
1.04	25578960564516204e-31
1.056	2557058464603338e-30
1.072	2556393910054268e-30
1.088	25558804771276166e-31
1.104	2555496608478468e-30
1.12	25552212910398673e-31
1.136	25550342269484325e-31
1.152	25549159887678167e-31
1.168	25548481583919363e-31
1.184	25548134491458344e-31
1.2	25547958106293418e-31
1.216	2554780515995471e-30
1.232	25547542314661268e-31
1.248	25547050680423645e-31
1.264	2554622615490584e-30
1.28	2554497958875368e-30
1.296	25543236780644097e-31
1.312	25540938308001646e-31
1.328	25538039201067817e-31
1.344	2553450846958612e-30
1.36	2553032849273625e-30
1.376	25525494284609708e-31
1.392	25520012648411568e-31
1.408	25513901233760097e-31
1.424	25507187512146245e-31
1.44	25499907686230686e-31
1.456	25492105549064353e-31
1.472	2548383130928195e-30
1.488	2547514039840229e-30
1.504	25466092275873477e-31
1.52	25456749247050265e-31
1.536	25447175308680595e-31
1.552	2543743503534338e-30
1.568	2542759251951418e-30
1.584	25417710376534205e-31
1.6	25407848824701954e-31
1.616	25398064849132273e-31
1.632	25388411456730398e-31
1.648	25378937028135123e-31
1.664	2536968477093624e-30
1.68	2536069227709109e-30
1.696	2535199118581991e-30
1.712	25343606952042376e-31
1.728	2533555871875378e-30
1.744	25327859290740235e-31
1.76	25320515205591217e-31
1.776	2531352689678309e-30
1.792	25306888942745346e-31
1.808	25300590394750483e-31
1.824	25294615175754202e-31
1.84	25288942541567317e-31
1.856	2528354759520371e-30
1.872	25278401844899987e-31
1.888	25273473795932002e-31
1.904	25268729566341256e-31
1.92	2526413351645381e-30
1.936	2525964888247924e-30
1.952	2525523840455654e-30
1.968	2525086494008713e-30
1.984	2524649205371237e-30
2	25242084575730035e-31
2.016	2523760912153085e-30
2.032	25233034565734485e-31
2.048	2522833246494025e-30
2.064	252234774243529e-29
2.08	2521844740486558e-30
2.096	2521322396793034e-30
2.112	25207792455955794e-31
2.128	25202142106246008e-31
2.144	25196266101260096e-31
2.16	25190161555378307e-31
2.176	25183829439539337e-31
2.192	25177274447633698e-31
2.208	25170504808476244e-31
2.224	2516353204764178e-30
2.24	251563707045858e-29
2.256	2514903801029528e-30
2.272	2514155353155798e-30
