L= 50  beta= 0.0  t_max= 10.0  steps= 2000  D= 200  prec= 1.0e-20  delta= 0.1
# t 	 E 	 mag 	 corr 	 err 	 entropy
0.05	-52.69344702364053	0.24931564535774853	-0.919123621066663	13360296801391473e-35	0.1835845935999652
0.1	-52.65974257704114	0.24926422348090183	-0.9191467004347745	16749591960360645e-36	0.18359713908178066
0.15	-52.59401040000634	0.24912154105610598	-0.9192105986205356	12940271263522595e-37	0.1836121295697447
0.2	-52.48003121663671	0.2487930712098931	-0.9193565737830617	12368624396571792e-37	0.1836325385368845
0.25	-52.30542540732223	0.24812207887103724	-0.9196502184372973	11783713355143362e-37	0.18366350029953277
0.3	-52.07152459272701	0.24688099197762045	-0.9201804752781461	1122770799569756e-36	0.18371241348263875
0.35	-51.80236421108819	0.24478667678711744	-0.9210479919611688	10866160395459192e-37	0.18378802778676503
0.4	-51.54554984621229	0.24155079918102812	-0.9223454891461238	11860441457464734e-37	0.18389815216201133
0.45	-51.3598552094434	0.23696339657242427	-0.9241398336156676	20141270679769475e-37	0.18404620732719568
0.5	-51.29248857068654	0.2309885726070468	-0.9264622794190076	3601007186214737e-36	0.18422762810817211
0.55	-51.357917810755154	0.22383676976341504	-0.929299870249628	1737897309734118e-35	0.1844276349123675
0.6	-51.531537114971876	0.21597983353875438	-0.9325760870957249	15551470135553593e-36	0.1846217061164477
0.65	-51.76222172583944	0.20809552680337634	-0.9361260166548583	12152852678863807e-36	0.184779134501491
0.7	-51.99516738373327	0.200956890676298	-0.9396917788026389	306836108997252e-34	0.18486875631461755
0.75	-52.191164465587796	0.19530244858464804	-0.9429574777305482	4715579764288586e-36	0.1848649989884154
0.8	-52.33377750997516	0.19172526714039484	-0.9456125525840202	5879271341777973e-36	0.184752382761309
0.85	-52.42526617335707	0.1906043692801545	-0.9474115453185111	7659374864580922e-36	0.18452753991382706
0.9	-52.47759503213996	0.1920820184655466	-0.9482059544604363	1111777729794693e-35	0.18419900328034783
0.95	-52.504458711624736	0.1960761280755361	-0.9479460540878311	28158396268754586e-36	0.18378574146368015
1	-52.516882195206016	0.20231292710172624	-0.9466651290703328	49158337681155745e-36	0.18331556117792555
1.05	-52.52206664602278	0.21036833576142508	-0.9444590547231957	3595768201723458e-35	0.18282393941646422
1.1	-52.524019476378776	0.2197119052063066	-0.9414677578315529	5055944749547043e-35	0.18235319608495593
1.15	-52.52468292217699	0.22975096279160664	-0.9378596792520961	45552195128225555e-36	0.18195142336729514
1.2	-52.524885891668625	0.2398739815469596	-0.9338183230014682	8157607678314616e-35	0.1816700098371241
1.25	-52.524941737110886	0.2494920638315767	-0.9295301132562391	7737389063509065e-35	0.1815584615873161
1.3	-52.52495575564637	0.2580769012821137	-0.9251734538064434	1738979656534365e-35	0.1816568530065793
1.35	-52.52495950474161	0.265193268952941	-0.9209093178033968	34145557397030936e-36	0.1819892854695641
1.4	-52.524961478209335	0.2705241888039871	-0.9168737964099866	5012241269701738e-35	0.1825618745961956
1.45	-52.52496377419926	0.2738872889390504	-0.9131729374057489	5959574550026081e-35	0.1833648414544894
1.5	-52.52496689828062	0.275241472407378	-0.9098800314359926	6888270474954856e-35	0.1843758903333796
1.55	-52.524970976616885	0.2746836911647096	-0.9070353199591333	8373061199515905e-35	0.18556321451978613
1.6	-52.52497602165899	0.2724363189241717	-0.9046479334775143	7388543132769799e-35	0.18688802631772203
1.65	-52.524981980184165	0.26882626956431555	-0.9026997330759258	7493566432737873e-35	0.1883069516735011
1.7	-52.52498873964098	0.2642575653024301	-0.901150627408908	11707527723372205e-35	0.18977449248059497
1.75	-52.52499613021068	0.2591794811833394	-0.8999448725224872	8027352793917797e-35	0.19124556686838848
1.8	-52.525003929637386	0.2540526513060127	-0.8990178328879193	1051934378684596e-34	0.192678026557869
1.85	-52.525011871871826	0.24931560227380187	-0.8983026872769436	8880434016262636e-35	0.19403500388256
1.9	-52.52501965930266	0.24535407895554523	-0.8977366002549846	8667043177426519e-35	0.19528691878949825
1.95	-52.52502697795285	0.24247525860452476	-0.8972659457512527	11334081342939913e-35	0.1964129550416515
2	-52.52503351471753	0.24088853576415528	-0.8968502587538894	1376486913491344e-34	0.19740183250819207
2.05	-52.52503897558742	0.24069403637648815	-0.896464698598909	14299028328147936e-35	0.19825183805087726
2.1	-52.52504310364966	0.24187942655812308	-0.8961009251461673	1801411850866173e-34	0.19897024373855338
2.15	-52.525045695659976	0.24432496504038229	-0.895766409050076	1764223249043842e-34	0.19957221703154615
2.2	-52.52504661603164	0.24781615416521982	-0.895482310878528	13293158954453749e-35	0.20007921373891493
2.25	-52.52504580723014	0.2520628154893539	-0.8952801632784925	15178828472845527e-35	0.2005168766295704
2.3	-52.525043295784386	0.25672298930507714	-0.895197669486274	1626524785967076e-34	0.20091258501487846
2.35	-52.52503919339951	0.2614297609386628	-0.8952739859533041	8945816196484193e-35	0.20129288792263794
2.4	-52.52503369297095	0.2658189682781394	-0.8955448844875266	1304973830241187e-34	0.2016810858317817
2.45	-52.525027059640315	0.2695557508887956	-0.8960381897027813	13121466126821322e-35	0.2020952156512705
2.5	-52.525019617360115	0.272358055980218	-0.8967698617310138	1936329585262616e-34	0.2025466451177957
2.55	-52.52501173173225	0.27401550421253124	-0.8977410440680378	1889137752619001e-34	0.20303940175063254
2.6	-52.52500379013927	0.27440241334217585	-0.8989363248222528	20005300732649717e-35	0.20357026192301925
2.65	-52.5249961803768	0.27348424729786386	-0.9003233700198247	1743561755853834e-34	0.20412952746618246
2.7	-52.52498926909255	0.2713172652035375	-0.9018539845266214	17968890082883206e-35	0.20470234153183092
2.75	-52.52498338135871	0.2680416502774706	-0.9034665454734162	20684885938611857e-35	0.20527035688170434
2.8	-52.52497878264468	0.26386886495041323	-0.9050896422463436	22524126614474125e-35	0.20581356539968823
2.85	-52.52497566428617	0.25906437263639553	-0.9066466549052263	19622160111885864e-35	0.20631211362082394
2.9	-52.524974133343406	0.25392716159733925	-0.9080609187816221	2409990368371186e-34	0.2067479617132532
2.95	-52.52497420745312	0.24876768390512166	-0.9092610660242241	23190769707130613e-35	0.20710628935082917
3	-52.5249758149464	0.24388587378893808	-0.9101861122401909	22625452641865365e-35	0.207376597908597
3.05	-52.524978800199605	0.23955083571012567	-0.9107898722039602	2518858036442474e-34	0.20755349345726107
3.1	-52.52498293383269	0.23598360382687755	-0.9110443427731172	2242394663879125e-34	0.20763715557725507
3.15	-52.52498792707496	0.23334408987971902	-0.9109417790070417	22046776733571013e-35	0.20763350366725022
3.2	-52.52499344937338	0.23172298124141322	-0.910495302189716	22409204306928783e-35	0.2075540684445744
3.25	-52.52499914812629	0.2311389545247048	-0.9097380041232817	24872448666257537e-35	0.20741556725578897
3.3	-52.525004669293146	0.23154116415613335	-0.9087206374217363	24287417944734496e-35	0.20723917464752073
3.35	-52.52500967763351	0.23281658046865622	-0.9075080938645803	2503298752369093e-34	0.20704948159724873
3.4	-52.5250138753381	0.23480141591208126	-0.9061749617269031	22357194830635106e-35	0.20687315356869856
3.45	-52.52501701796937	0.23729561372697627	-0.9048005115174572	21403701263532498e-35	0.20673733113792586
3.5	-52.5250189268051	0.24007919720246482	-0.9034634850096311	2571233265574234e-34	0.2066678634031004
3.55	-52.52501949693468	0.24292919838121452	-0.9022370561081462	23792632156184764e-35	0.2066875132566229
3.6	-52.5250187007318	0.24563590403258678	-0.9011842983992786	2494837369293185e-34	0.20681430990224958
3.65	-52.525016586638735	0.24801726773948243	-0.9003544396033892	26757464012425735e-35	0.20706023270354645
3.7	-52.52501327347734	0.24993052733086502	-0.8997801146824422	25632754706454964e-35	0.20743038280459303
3.75	-52.525008940795466	0.2512803186656315	-0.899475753729494	26550226689480816e-35	0.207922737813496
3.8	-52.52500381597024	0.2520228682968867	-0.8994371635259791	28015926066521534e-35	0.2085285045581359
3.85	-52.524998159000496	0.2521661553163907	-0.8996422869748004	26361305699353173e-35	0.20923300551131438
3.9	-52.52499224600415	0.2517662331683056	-0.9000530554782369	29871126625120852e-35	0.21001697347906956
3.95	-52.52498635251713	0.25092017362727326	-0.9006181879426234	29704154314678944e-35	0.21085809597944305
4	-52.52498073764288	0.2497563189152291	-0.9012767383673844	28484986799911016e-35	0.21173264579581139
4.05	-52.52497563001969	0.24842269002580433	-0.9019621538806954	2972359987158602e-34	0.21261705153539415
4.1	-52.524971216426124	0.24707449098596174	-0.9026065787046867	2968176268020544e-34	0.21348929321866764
4.15	-52.524967633633835	0.24586166696961584	-0.9031451288815282	29912682058377795e-35	0.2143300449069654
4.2	-52.524964963880215	0.24491742149137444	-0.9035198691721944	31609440002931704e-35	0.2151235228662181
4.25	-52.52496323410002	0.24434848211748436	-0.9036832478428705	30838682983599576e-35	0.21585802956445838
4.3	-52.52496241876184	0.24422773730052372	-0.903600786116206	30793997150201787e-35	0.21652620851926013
4.35	-52.52496244596194	0.24458966428371967	-0.9032528742560225	31334397516810984e-35	0.21712504165509894
4.4	-52.52496320618135	0.24542874653255978	-0.9026355913497972	3132418817897257e-34	0.2176556295260414
4.45	-52.52496456297941	0.24670085621359655	-0.9017605354295262	32535961343383705e-35	0.21812279661214137
4.5	-52.524966364775246	0.24832736922992718	-0.9006537186301424	31743518676408306e-35	0.21853456092087276
4.55	-52.524968456838444	0.25020160140522196	-0.899353642812022	31613789902548027e-35	0.21890150194719818
4.6	-52.52497069261425	0.25219701557774876	-0.8979087195711363	3272551530420208e-34	0.2192360563236058
4.65	-52.52497294360727	0.2541765578153425	-0.8963742314324408	317413093987053e-33	0.2195517681661206
4.7	-52.524975107169496	0.2560024398052802	-0.8948090467054555	3207434198266871e-34	0.21986252191780414
