# L= 120  beta= [0.01]  t_max= 2.0  steps= 500
t 	  D= [100]
0.004	-2.3906372255738475
0.008	-2.3907092320828234
0.016	-2.39086936421891
0.024	-2.39105324304551
0.032	-2.3912637943939403
0.04	-2.391504204207605
0.048	-2.391777925779953
0.056	-2.3920886844813642
0.064	-2.3924404794975964
0.072	-2.392837582082276
0.08	-2.3932845298172105
0.088	-2.3937861163735747
0.096	-2.39434737627683
0.104	-2.3949735642022927
0.112	-2.395670128364142
0.12	-2.3964426776118146
0.128	-2.3972969419158447
0.136	-2.3982387260060323
0.144	-2.3992738560246307
0.152	-2.4004081191732003
0.16	-2.401647196458302
0.168	-2.4029965887872073
0.176	-2.404461536818582
0.184	-2.406046935138441
0.192	-2.407757241501942
0.2	-2.4095963820572184
0.208	-2.411567653640576
0.216	-2.4136736244016173
0.224	-2.4159160341764667
0.232	-2.4182956961722186
0.24	-2.4208124016525225
0.248	-2.4234648294156624
0.256	-2.4262504619316716
0.264	-2.429165510044184
0.272	-2.4322048481485785
0.28	-2.435361961722146
0.288	-2.4386289090041964
0.296	-2.4419962985035
0.304	-2.4454532838451137
0.312	-2.448987577261885
0.32	-2.4525854827838147
0.328	-2.4562319498949554
0.336	-2.459910648101396
0.344	-2.4636040625072715
0.352	-2.4672936101206946
0.36	-2.4709597762258726
0.368	-2.4745822697610733
0.376	-2.478140196252155
0.384	-2.481612246466014
0.392	-2.484976898588931
0.4	-2.4882126313995903
0.408	-2.491298145609804
0.416	-2.4942125902971592
0.424	-2.4969357911546
0.432	-2.4994484771409953
0.44	-2.5017325020446015
0.448	-2.5037710574588687
0.456	-2.505548873734588
0.464	-2.507052405599453
0.472	-2.5082699993373723
0.48	-2.509192038682692
0.488	-2.5098110669098013
0.496	-2.5101218829787038
0.504	-2.5101216100241963
0.512	-2.509809734941962
0.52	-2.5091881183193703
0.528	-2.508260974472263
0.536	-2.5070348218680474
0.544	-2.50551840473185
0.552	-2.5037225871330127
0.56	-2.5016602213228527
0.568	-2.499345992530684
0.576	-2.49679624281706
0.584	-2.4940287769173772
0.592	-2.4910626532843536
0.6	-2.4879179637422135
0.608	-2.4846156053037807
0.616	-2.4811770477611845
0.624	-2.477624100652901
0.632	-2.4739786831249218
