L= 50  beta= 0.0  t_max= 5.0  steps= 1000  D= 200  prec= 1.0e-20  delta= 0.1  [J0,h0,g0]= [1.0, 1.0, 0.0]
# t      E   mag_x   max_z   corr    err     entropy
0.85    -9.79292357217847   -0.0988901869982829 -0.0037234850469410148  13864340894946757e-21   839289835346148e-34
0.875   -9.792428336444708  -0.09889704044128142    -0.003841194673537634   14754776520178804e-21   2059160800840527e-34
0.9 -9.792054295437818  -0.09890338797504661    -0.003936700432858706   15497610298230197e-21   22818110050583465e-35
0.925   -9.791781956263245  -0.09890899158486599    -0.004009603069238158   1607691677299955e-20    16838368836160802e-35
0.95    -9.791590786383091  -0.09891369206563927    -0.004059845822534594   16482348102905522e-21   41215978154684527e-35
0.975   -9.791461486757068  -0.09891739740259062    -0.004087675290800662   16709089283162713e-21   3253454534110673e-34
1   -9.791377361724255  -0.0989200708143122 -0.004093603929976003   16757593135688215e-21   1761516394347725e-34
1.025   -9.791324899965208  -0.09892171989903861    -0.004078375098010192   16633143440216412e-21   3972001916999254e-34
1.05    -9.791293772622193  -0.09892238744112017    -0.0040429308726417645  16345290041125998e-21   32213060392083593e-35
1.075   -9.791276472642938  -0.0989221438624252 -0.003988382459243749   1590719464137015e-20    37354681100887916e-35
1.1 -9.791267788518422  -0.0989210810163736 -0.003915982812406495   15334921387226708e-21   36855520519996114e-35
1.125   -9.791264251996587  -0.09891930694382992    -0.0038271010610037683  14646702531294005e-21   34297386640747416e-35
1.15    -9.791263643465829  -0.09891694125479938    -0.003723198388346341   13862206239135454e-21   4130610360801668e-34
1.175   -9.791264592677999  -0.09891411089822288    -0.003605805125560736   13001830603642773e-21   2997380608028431e-34
1.2 -9.791266280875742  -0.098910946187181  -0.003476498930527516   1208604481406013e-20    34622801688350187e-35
1.225   -9.791268232587893  -0.09890757703416453    -0.0033368840244842567  1113479499294821e-20    25673395696598687e-35
1.25    -9.791270178128778  -0.0989041294120408 -0.003188571533443884   10166988423973383e-21   32625966939660195e-35
1.275   -9.79127196731671   -0.09890072209199019    -0.0030331610296417113  9200065831816683e-21    2559468595234979e-34
1.3 -9.791273517821082  -0.09889746372477266    -0.0028722233920830164  8249667214105887e-21    32743528698323017e-35
1.325   -9.791274785563271  -0.0988944503325795 -0.002707285109474697   73293926640555545e-22   36271596145506945e-35
1.35    -9.791275748426099  -0.09889176327030005    -0.0025398141387285677  64506558593497585e-22   4179987477094052e-34
1.375   -9.791276397596242  -0.0988894677012217 -0.002371207412468884   56226245930049085e-22   28689399073261826e-35
1.4 -9.791276733077158  -0.09888761161560908    -0.0022027800634065176  48522400077956865e-22   40129282526027146e-35
1.425   -9.791276761367456  -0.09888622540289471    -0.0020357564050123853  4144304140587729e-21    35490225468371905e-35
1.45    -9.791276494203611  -0.098885321970623  -0.0018712626786943185  3501624012704677e-21    3055444347090516e-34
1.475   -9.791275947791664  -0.09888489738627754    -0.0017103215492769075  29251998019448585e-22   38556475383075782e-35
1.5 -9.79127514223962   -0.09888493200246251    -0.0015538483038663202  24144445514518214e-22   3740830662017713e-34
1.525   -9.791274101055706  -0.0988853920122213 -0.0014026486850516895  19674233336952843e-22   3960422365183892e-34
1.55    -9.791272850657332  -0.09888623136929886    -0.0012574182681195738  15811007010137837e-22   40797991052479555e-35
1.575   -9.791271419865208  -0.09888739399900433    -0.0011187432739918654  12515865131144832e-22   4089790265937344e-34
1.6 -9.791269839381751  -0.09888881621859771    -0.0009871026949093984  9743717303067876e-22    39144185817868776e-35
1.625   -9.791268141256866  -0.0988904292822669 -0.0008628715986612789  7445473957811419e-22    36398191911410344e-35
1.65    -9.791266358345514  -0.09889216196466888    -0.0007463254692287309  5570017060233313e-22    3857352740932678e-34
1.675   -9.791264523767758  -0.09889394309880464    -0.0006376454370632294  406591703410993e-21 38092092065930786e-35
1.7 -9.791262670378043  -0.09889570398839258    -0.0005369242504765708  28828765075289635e-23   4114572581515038e-34
1.725   -9.791260830251371  -0.09889738062176573    -0.0004441728407693392  1972895124803065e-22    3466471820672193e-34
1.75    -9.791259034196358  -0.09889891562332451    -0.00035932733731889373 12911613534679852e-23   39312779364291365e-35
1.775   -9.79125731129881   -0.09890025988942881    -0.0002822563946238675  7966867230752825e-23    33407273149993405e-35
1.8 -9.79125568850547   -0.09890137386783752    -0.000212768700994649   45270520124058564e-24   41586905048286455e-35
1.825   -9.791254190252998  -0.09890222845301816    -0.00015062054776894424 22686549411084785e-24   3381621872398676e-34
1.85    -9.791252838145358  -0.09890280548330568    -9552334835798365e-20   9124710082352885e-24    394461826086897e-33
1.875   -9.791251650686572  -0.09890309783966678    -4715100774051797e-20   22232175313372533e-25   39322519467517203e-35
1.9 -9.791250643068997  -0.09890310915909281    -514705489578063e-20    26492174125353624e-27   32866901487646124e-35
1.925   -9.791249827021618  -0.09890285318811085    3086853711740779e-20    9528665836224933e-25    3487909349338619e-34
1.95    -9.791249210719059  -0.09890235281310052    6129290650474934e-20    375682038753673e-23 3672025249243652e-34
1.975   -9.791248798748722  -0.09890163881366804    8653428456588947e-20    7488182405149558e-24    39737145484534284e-35
2   -9.791248592139667  -0.09890074839314567    0.000107006443396012    11450378927992093e-24   3936486662657593e-34
2.025   -9.791248588447523  -0.09889972354584481    0.00012312363778286905  15159430180650275e-24   40182990848307007e-35
2.05    -9.791248781895376  -0.09889860932423582    0.000135296059299581    18305023661927643e-24   36946696105203903e-35
2.075   -9.791249163564725  -0.09889745207033189    0.00014392581098381972  2071463906693086e-23    3927697493652419e-34
2.1 -9.791249721634141  -0.0988962976745476 0.00014940340240139974  22321376649028963e-24   4032427109508448e-34
2.125   -9.791250441658894  -0.09889518992211259    0.00015210475720472058  2313585716439012e-23    38274498174724916e-35
2.15    -9.791251306888224  -0.09889416898193415    0.0001523887185097812   2322232152861574e-23    3571391611016168e-34
2.175   -9.791252298610761  -0.09889327008594327    0.0001505950317889788   22678863599362194e-24   37373541634193573e-35
2.2 -9.791253396524322  -0.09889252243856968    0.00014704278016614748  21621579199026635e-24   39768783269138785e-35
2.225   -9.79125457912337   -0.09889194838663415    0.00014202924317115965  20172305916061187e-24   4061554102509417e-34
2.25    -9.791255824094439  -0.09889156286960975    0.00013582914714152717  1844955721351093e-23    4089863507047928e-34
2.275   -9.79125710871627   -0.09889137315975821    0.0001286942733468436   16562215992287304e-24   37945901984692707e-35
2.3 -9.791258410255324  -0.09889137889093103    0.00012085338861071577  14605541538359544e-24   3852920284146698e-34
2.325   -9.791259706350349  -0.09889157236470988    0.00011251246261577506  12659054243679085e-24   40288191142711666e-35
2.35    -9.79126097538174   -0.09889193911304077    0.00010385513609529202  10785889293420146e-24   4094393623771848e-34
2.375   -9.791262196816866  -0.0988924586880162 9504340468792262e-20    9033248774399935e-24    3987890716366316e-34
2.4 -9.791263351528677  -0.09889310564235725    8621848428021431e-20    7433627031189063e-24    38086098126396725e-35
2.425   -9.791264422080483  -0.09889385065845613    7750182515066527e-20    6006532901333057e-24    39038712616827203e-35
2.45    -9.79126539297554   -0.09889466177990724    6899624393893081e-20    4760481677520402e-24    408323967255073e-33
2.475   -9.791266250865473  -0.09889550569720304    6078714454636648e-20    36950769418913717e-25   4136922429915146e-34
2.5 -9.791266984716366  -0.09889634903891176    5294380126036292e-20    28030460918081497e-25   40258232397287185e-35
2.525   -9.791267585931099  -0.09889715962097062    45520679791832334e-21   20721322885381225e-25   38033493208851463e-35
2.55    -9.791268048425488  -0.09889790760972693    3855877427431718e-20    1486779073320162e-24    4434638389258771e-34
2.575   -9.791268368659427  -0.09889856655893196    32086940807465825e-21   10295717701429703e-25   7368868719024901e-34
2.6 -9.791268545623453  -0.09889911428664919    2612321050928722e-20    6824221271562008e-25    12298751922220742e-34
2.625   -9.791268580780798  -0.09889953356495794    20676067469603953e-21   4274997659593185e-25    2053109713047744e-33
2.65    -9.791268477968954  -0.09889981260299635    15745679283498746e-21   24792641610472075e-26   34280700387111594e-34
2.675   -9.79126824326302   -0.09889994531202471    11325070056318718e-21   12825721175808912e-26   5713726065875561e-33
2.7 -9.79126788480275   -0.09889993134950231    7401227837238163e-21    54778173489212905e-27   9506052615540412e-33
2.725   -9.79126741258903   -0.09889977594739191    3956140381507336e-21    1565104670884177e-26    15780198317130813e-33
2.75    -9.79126683825415   -0.09889948953767379    9677548780940612e-22    936549501763342e-27 26099311074169424e-33
2.775   -9.791266174808781  -0.09889908719510425    -1589141072668473e-21   2525369354607533e-27    4300255762411732e-32
2.8 -9.791265436373486  -0.0988985879234392 -37421185364787376e-22  14003451149224858e-27   705784745841131e-31
2.825   -9.791264637896703  -0.09889801381631995    -5520386381752302e-21   3047466581986319e-26    11538309914668403e-32
2.85    -9.791263794867788  -0.09889738912779028    -6954149397006735e-21   48360193860358184e-27   18788605696364235e-32
2.875   -9.791262923028295  -0.09889673928971891    -807404334173493e-20    6519017588855816e-26    30473946732333105e-32
2.9 -9.791262038087158  -0.09889608991433876    -8910644081146574e-21   7939957794748354e-26    4923255497232202e-31
2.925   -9.791261155444628  -0.09889546581957165    -949404735290659e-20    901369351479683e-25 7922857601081832e-31
2.95    -9.791260289930744  -0.09889489011292482    -98535151202892e-19 9709176024678287e-26    12701082003547606e-31
2.975   -9.791259455560862  -0.09889438336654505    -10017184164282995e-21  10034397860080626e-26   20284085531651387e-31
3   -9.791258665313578  -0.09889396291176533    -10011832220941343e-21  10023678445534349e-26   32273709035352206e-31
3.025   -9.79125793093374   -0.0988936422762023 -9862696861376954e-21   9727278939073517e-26    5116053925677915e-30
3.05    -9.79125726276383   -0.09889343078057425    -9593342182174192e-21   9203221423652988e-26    8080108890129906e-30
3.075   -9.791256669605314  -0.09889333330591377    -9225568426009753e-21   8511111280798612e-26    12714166430773831e-30
3.1 -9.791256158612658  -0.09889335023526946    -8779359690090953e-21   7707715658698672e-26    19931100060599696e-30
3.125   -9.791255735220151  -0.09889347756727682    -8272865031618909e-21   6844029584872716e-26    3112608700876089e-29
3.15    -9.7912554031024    -0.0988937071926782 -7722408466157252e-21   5963559252847433e-26    4842158964178257e-29
3.175   -9.791255164168039  -0.09889402731894381    -7142523561329075e-21   5101564282672136e-26    7503107023645962e-29
3.2 -9.791255018585758  -0.09889442302301019    -654600860390495e-20    4285022864666917e-26    11579576677497813e-29
3.225   -9.791254964842295  -0.0988948769078554 -5943998581406909e-21   3533111913270498e-26    1779719705886634e-28
3.25    -9.791254999828567  -0.09889536983532504    -5346050506413963e-21   28580256016983035e-27   27237826209711064e-29
3.275   -9.791255118953353  -0.09889588170551133    -4760238942432258e-21   22659874792371952e-27   41505598656661e-26
3.3 -9.791255316280523  -0.09889639225195411    -4193258861777919e-21   1758341988321215e-26    6296553860147945e-28
3.325   -9.791255584687026  -0.09889688182213621    -36505332878984006e-22  1332639328789329e-26    9508380809868018e-28
3.35    -9.791255916038345  -0.09889733211407646    -31363234802385215e-22  9836524975741532e-27    14290873289692397e-28
3.375   -9.791256301376901  -0.09889772684220655    -265383968329064e-20    7042865067203142e-27    2137441129367467e-27
3.4 -9.791256731120807  -0.0988980523091    -22053507608323545e-22  4863571983183624e-27    3180801568749289e-27
3.425   -9.791257195267498  -0.09889829786373708    -179229128876756e-20    32123080688092714e-28   4708596093593114e-27
3.45    -9.791257683599234  -0.09889845623181842    -1415364917730016e-21   2003257854624243e-27    6931588926294816e-27
3.475   -9.791258185886752  -0.09889852370885036    -10746430591825005e-22  11548577076496904e-28   10143367710608059e-27
3.5 -9.791258692086402  -0.09889850021219647    -7696581383750603e-22   5923736523936768e-28    14746074073526792e-27
3.525   -9.79125919252834   -0.09889838919378044    -4994908599779802e-22   2494911217432909e-28    2127775416737298e-26
3.55    -9.791259678091949  -0.09889819742043657    -2628511007694947e-22   6909070211707568e-29    30435129526527795e-27
3.575   -9.79126014036573   -0.09889793463382268    -58152174107847755e-24  33816756110785497e-31   4308267312598932e-26
3.6 -9.791260571789135  -0.09889761310618878    11642161214531131e-23   13553991326772854e-30   6024365515067963e-26
3.625   -9.791260965774486  -0.09889724711195366    2628541288487142e-22    6909229215999637e-29    8309097910069519e-26
3.65    -9.79126131680562   -0.09889685233784565    38324320339273303e-23   14687535140468836e-29   11297657152877341e-26
3.675   -9.791261620514263  -0.09889644525635319    4797528313479153e-22    23016277817950334e-29   15150507445604648e-26
3.7 -9.791261873732648  -0.0988960424881499 5545716010421732e-22    3075496601199998e-28    20066730806529796e-26
3.725   -9.791262074524264  -0.09889566017926585    60987705243048e-20  3719500184554002e-28    26318892563024014e-26
3.75    -9.791262222192405  -0.0988953134179123 6478056561384706e-22    41965216831694265e-29   3430868937682761e-25
3.775   -9.791262317268504  -0.09889501571422836    67042797983242e-20  4494736775547706e-28    4459312432789449e-25
3.8 -9.791262361479637  -0.09889477856347945    6797285195103802e-22    4620308616489845e-28    5785756894345066e-25
3.825   -9.791262357707186  -0.09889461110983369    6775897545615117e-22    459127877608902e-27 7493944333592327e-25
3.85    -9.79126230994217   -0.0988945199240827 6657801014866625e-22    44326314606421186e-29   9696853837180624e-25
3.875   -9.791262223218913  -0.09889450890457224    6459454244140914e-22    4172454944724289e-28    12542766297756378e-25
3.9 -9.791262103494907  -0.09889457930592654    6196036723486476e-22    383908715451232e-27 16193284574839014e-25
3.925   -9.791261957468269  -0.09889472989506112    5881421392973072e-22    34591118210215917e-29   20779583086428876e-25
3.95    -9.791261792319991  -0.09889495722824607    5528168760620073e-22    30560650691985236e-29   26343185637224842e-25
3.975   -9.791261615341035  -0.0988952560367565 5147537524151804e-22    26497143691225713e-29   3275923833499601e-24
4   -9.791261433434098  -0.09889561970370045    47495068230935924e-23   22557816361773831e-29   39698673743595195e-25
4.025   -9.791261252636005  -0.09889604081444897    4342808343173858e-22    18859985579939936e-29   4676539534236343e-24
4.05    -9.791261077902561  -0.09889651176786102    39349705179263704e-23   15483994108862246e-29   5376103281603386e-24
4.075   -9.79126091319208   -0.09889702543658305    35323748090706595e-23   12477672868579375e-29   6078757321732666e-24
4.1 -9.791260761844512  -0.09889757586114092    3140322320838281e-22    9861625543000383e-29    68260316908438935e-25
4.125   -9.791260627462364  -0.09889815896379228    27631090732842583e-23   7634773446941226e-29    7708454340819727e-24
4.15    -9.791260514913859  -0.09889877326741181    24041022426202793e-23   5779709876085808e-29    8872649009193643e-24
4.175   -9.791260430453192  -0.0988994205989902 2065813730474105e-22    4267589132122143e-29    10493303175963793e-24
4.2 -9.791260380893693  -0.09890010676382335    17499718185621704e-23   30624039109466585e-30   12743725192400291e-24
4.225   -9.791260372818055  -0.09890084218920403    14575914651806158e-23   2124573613790269e-29    15799404356181498e-24
4.25    -9.791260412372061  -0.09890164253974656    11890447440096487e-23   14138232739944955e-30   1986295161810191e-23
4.275   -9.791260505482313  -0.09890252930774804    9441317517307359e-23    8913707527142386e-30    2518903271088186e-23
4.3 -9.791260658251836  -0.0989035303876761 7221514721930447e-23    5214711787633742e-30    3210436337085605e-23
4.325   -9.791260877434425  -0.09890468065053588    52197199090154966e-24   27239445203231196e-31   4102626103663472e-23
4.35    -9.791261170984434  -0.09890602253993641    34210001071945685e-24   11692762847611809e-31   52483166661888903e-24
4.375   -9.791261548705876  -0.09890760671711886    18074975908556054e-24   3249953808051256e-31    6713901445682414e-23
4.4 -9.79126202302959   -0.09890949278744529    35911592274189627e-25   10231761930915172e-33   8582245910510092e-23
4.425   -9.791262609948518  -0.09891175014565345    -9457954096497621e-24   8543822600702953e-32    10956162758286724e-23
4.45    -9.791263330142376  -0.09891445898138951    -21297546247800965e-24  4476922916775403e-31    13962489856687871e-23
4.475   -9.791264210328123  -0.09891771148996287    -32154557420927015e-24  10254337743475248e-31   1775680249557576e-22
4.5 -9.791265284878296  -0.09892161333561407    -4225066456004345e-23   17730834493550247e-31   22528759718159914e-23
4.525   -9.79126659776318   -0.09892628541572718    -5179508410597259e-23   26658046809038236e-31   2850803674458387e-22
4.55    -9.791268204882495  -0.09893186597387682    -6097708878053549e-23   3694479785107822e-30    35970745428197553e-23
4.575   -9.791270176863922  -0.09893851310706334    -6995807022901218e-23   4860782601110545e-30    45246225885893085e-23
4.6 -9.791272602408574  -0.0989464077071731 -7886291014878717e-23   6172041688493688e-30    5672408453273039e-22
4.625   -9.791275592294816  -0.09895575686764967    -8777029202948633e-23   7635414627738569e-30    7086111512275098e-22
4.65    -9.791279284269255  -0.09896679777182137    -9670145291191114e-23   9250757096118087e-30    8818703032258219e-22
4.675   -9.791283849242081  -0.09897980205691459    -1056066682255201e-22   11001541704471428e-30   10930740617372488e-22
4.7 -9.791289499248466  -0.09899508061452744    -1143485149083814e-22   12843438025392057e-30   13490306279946286e-22
4.725   -9.791296497306186  -0.09901298874292311    -12268077415806912e-23  14691041724715685e-30   16572699920330173e-22
4.75    -9.791305168553055  -0.09903393151528034    -13022195872089626e-23  16405094148845718e-30   2026022899607936e-21
4.775   -9.791315911075543  -0.09905836919463429    -1364237475469876e-22   17785122184894178e-30   24642733381907886e-22
4.8 -9.791329204282617  -0.09908682254971496    -14053827992885868e-23  18574213307643733e-30   2981940911088201e-21
4.825   -9.791345613809797  -0.0991198780184761 -14159436680680515e-23  18482573929759002e-30   35901203712131694e-22
4.85    -9.791365795139797  -0.09915819275295018    -1383963545851785e-22   17237824677550727e-30   4301166408103177e-21
4.875   -9.791390500388669  -0.0992024995493751 -12955041560788163e-23  14674727792592372e-30   5128582816795654e-21
4.9 -9.791420590345822  -0.09925361155354877    -11349800464232498e-23  10872516952548205e-30   6087017390057755e-21
4.925   -9.791457049519448  -0.09931242661993042    -8851317517216889e-23   6323218309186129e-30    7192575582144424e-21
4.95    -9.791501001252609  -0.09937993134705506    -52626646282842325e-24  2104014381955269e-30    8463251143902648e-21
4.975   -9.791553721388551  -0.09945720493154767    -34815354812925566e-25  1040191664317414e-31    9919249698111042e-21
5   -9.791616648629336  -0.09954542298595954    6181690982492668e-23    35417697237124583e-31   11583213212494264e-21

L= 50  beta= 0.3  t_max= 5.0  steps= 1000  D= 200  prec= 1.0e-20  delta= 0.1  [J0,h0,g0]= [1.0, 1.0, 0.0]
# t      E   mag_x   mag_z   corr    err
0.025   -27.32629935266315  -0.2758747343723299 -29034293292008794e-23  642339934424218e-28 29673334845983984e-35
0.05    -27.32629710085874  -0.2758746844034403 -13842766017760208e-22  18961614206974094e-28   14239553854340806e-35
0.075   -27.326293357944323 -0.2758745971875949 -37404558746612056e-22  13970954590668095e-27   36826677262186326e-35
0.1 -27.326288348207044 -0.27587446813947775    -8028926091425577e-21   6444360330198021e-26    7660142341453656e-37
0.125   -27.326282548172934 -0.27587428634826666    -15202712381639167e-21  23110241758983608e-26   10633676132954331e-37
0.15    -27.326276904997677 -0.27587402821439133    -26579744941154536e-21  7064627996011347e-25    2214249024258642e-36
0.175   -27.326273189457773 -0.2758736467581575 -4392992713284052e-20   19298184609396578e-25   9699128907892867e-36
0.2 -27.32627450776843  -0.27587305506554854    -6955872642523206e-20   48383963897249095e-25   4477681248983975e-35
0.225   -27.326285948239427 -0.27587210294755127    -0.00010637515211089159 11315652960331345e-24   1915824719157827e-34
0.25    -27.326315243306084 -0.27587054760062646    -0.0001579290614504737  2494156842934306e-23    6926691467561911e-35
0.275   -27.32637318483157  -0.2758680221377028 -0.00022840124806609873 52167110102948936e-24   3010752887178459e-34
0.3 -27.326473369638858 -0.2758640100756038 -0.00032253056254075976 1040259437642032e-22    18502571577400496e-35
0.325   -27.326630741754983 -0.2758578381551289 -0.00044546604156909153 19843997419161413e-23   20950016004160394e-35
0.35    -27.32685843980179  -0.27584870228032665    -0.0006025388920653668  36305309645862214e-23   19206011835925598e-35
0.375   -27.327162753097078 -0.2758357394953843 -0.000798958782665938   6383351164206874e-22    2241352881897604e-34
0.4 -27.327536576922682 -0.2758181509613351 -0.001039450132073355   10804565571068932e-22   16912325558546157e-35
0.425   -27.327952547773158 -0.2757953669587316 -0.0013278552372694105  17631995111999906e-22   10776955782048545e-35
0.45    -27.328357789900522 -0.27576722799730713    -0.0016667401002882012  27780225419932425e-22   37558027073047526e-35
0.475   -27.328672565316218 -0.2757341417789494 -0.0020570437089456484  4231428800621137e-21    25828754993097964e-35
0.5 -27.328794767683604 -0.2756971705462907 -0.0024978108699042533  6239059121943826e-21    18468229400344743e-35
0.525   -27.32861101556191  -0.2756580118132274 -0.002986041998945611   8916446799644988e-21    1370508381177459e-34
0.55    -27.32801329320144  -0.275618857572806  -0.003516681225754458   12367046823774283e-21   23653581534227523e-35
0.575   -27.326918194299612 -0.27558214722874974    -0.004082748556239407   1666883575373014e-20    347582872696743e-33
0.6 -27.325284535472058 -0.27555025819468165    -0.004675605200837922   2186128397439689e-20    10502572242028251e-35
0.625   -27.32312498160786  -0.2755251955916641 -0.005285326281080349   2793467387783816e-20    24404042617024497e-35
0.65    -27.32050853443313  -0.27550834278909964    -0.005901144342263403   34823504528647934e-21   2804154079596723e-34
0.675   -27.31755295312253  -0.27550031793816626    -0.0065119219233072045  4240512711571081e-20    3595338632043822e-34
0.7 -27.31440869467078  -0.27550095428873245    -0.00710661223250455    5050393740368787e-20    3862684648444404e-34
0.725   -27.311237974033716 -0.2755093931871525 -0.0076746730101896815  58900605793886024e-21   867953198251648e-34
0.75    -27.30819345569475  -0.27552425676103676    -0.0082064083508335 6734513800123239e-20    236989272969055e-33
0.775   -27.30540072422467  -0.27554385730785597    -0.008693224613083236   7557215415412657e-20    3745175187459542e-34
0.8 -27.302947302407013 -0.27556640256831955    -0.00912779759902584    8331668898942007e-20    20043095080552947e-35
0.825   -27.300879134787742 -0.27559016693607297    -0.009504157363559146   903290071719517e-19 2196179122568702e-34
0.85    -27.299203723930997 -0.2756136131468278 -0.009817703370981893   9638729946127577e-20    9583584174022428e-35
0.875   -27.297897931708967 -0.27563546245276266    -0.010065165972542249   0.00010130756603547682  22850273521545394e-35
0.9 -27.296918013172025 -0.2756547208014501 -0.010244530636145605   0.00010495040793561492  2500666892124663e-34
0.925   -27.29620966090379  -0.27567067321334604    -0.010354939703689453   0.00010722477624769778  17637959417637116e-35
0.95    -27.295716469203917 -0.2756828590660301 -0.01039658352805177    0.00010808894903640954  32845950469881754e-35
0.975   -27.295386003158725 -0.27569103882035995    -0.010370589459164577   0.00010754912571121438  2934916699755364e-34
1   -27.295173350737304 -0.2756951594154249 -0.010278913940546443   0.00010565607177782276  3146563955035835e-34
1.025   -27.29504251674786  -0.2756953223051767 -0.010124240345330993   0.00010250024255060189  3830361635032582e-34
1.05    -27.29496625448943  -0.27569175558073034    -0.009909883295379611   9820578690857701e-20    33252429715147776e-35
1.075   -27.294924963740815 -0.27568479002981605    -0.009639699059878454   9292379794550789e-20    36745546646520575e-35
1.1 -27.294905185058816 -0.2756748382328086 -0.009318001097652929   8682514443629418e-20    3154711778412278e-34
1.125   -27.294898064326922 -0.2756623756453291 -0.008949479717866419   8009318720087616e-20    31130498858519647e-35
1.15    -27.294898004345733 -0.2756479228128894 -0.008539125012973502   7291665596751776e-20    38425603224512096e-35
1.175   -27.294901594137123 -0.27563202819523325    -0.008092152521565978   6548293241258595e-20    37499716147696594e-35
1.2 -27.294906822439643 -0.2756152514112296 -0.007613931404104646   57971951406665166e-21   3067309578986594e-34
1.225   -27.294912536421556 -0.2755981469804797 -0.007109915199037845   5055089411774841e-20    2094030603282949e-34
1.25    -27.294918089922998 -0.2755812488132984 -0.006585575441227261   4336980387232203e-20    3431891145564651e-34
1.275   -27.29492312647765  -0.2755650557926633 -0.0060463385623966935  36558209991282865e-21   22765193461901855e-35
1.3 -27.294927451819326 -0.2755500188179333 -0.005497526561544227   30222798275018614e-21   3494860402492433e-34
1.325   -27.294930962287644 -0.27553652965892556    -0.004944301944767407   24446121701153247e-21   28488563381003067e-35
1.35    -27.294933606290748 -0.2755249119181783 -0.004391617403141595   1928630339566526e-20    3695182396247381e-34
1.375   -27.294935364308415 -0.2755154143295625 -0.0038441706373069434  14777647868777192e-21   3107612804314339e-34
1.4 -27.29493623876265  -0.2755082065421453 -0.003306364658856418   10932047237366746e-21   3659779972621581e-34
1.425   -27.29493624886979  -0.2755033774548882 -0.0027822738097028885  7741047532165804e-21    3233833396739317e-34
1.45    -27.294935427843676 -0.2755009360839119 -0.002275615647420852   5178426554786095e-21    3269596401091641e-34
1.475   -27.294933821117674 -0.27550081486321765    -0.0017897287516312598  32031289843948876e-22   4316980722714196e-34
1.5 -27.29493148494885  -0.27550287520446837    -0.001327556416501167   17624060189661947e-22   37002356857867354e-35
1.525   -27.29492848511847  -0.27550691507344494    -0.000891636110237907   7950149330476054e-22    36262787175648194e-35
1.55    -27.294924895601987 -0.27551267828238457    -0.00048409450487727385 23434746961662623e-23   39697351709069724e-35
1.575   -27.2949207971889   -0.2755198651504114 -0.00010664781056442263 11373735458506652e-24   3909195158807222e-34
1.6 -27.294916276037057 -0.2755281441492251 0.00023939291200238098  5730894627505451e-23    3707799587075592e-34
1.625   -27.29491142218515  -0.2755371641297737 0.0005531118383602657   30593268569120317e-23   3618180704559261e-34
1.65    -27.294906328042508 -0.27554656671775907    0.00083397428535251 695513088586726e-21 3601152958784522e-34
1.675   -27.294901086875797 -0.27555599847149614    0.0010818088856502758   11703104450306496e-22   337619327607747e-33
1.7 -27.29489579131996  -0.2755651224146893 0.0012967865057361464   16816552214122908e-22   36992988053467364e-35
1.725   -27.294890531934044 -0.27557362858788176    0.0014793963952296663   2188613674174831e-21    4005802290148517e-34
1.75    -27.294885395825624 -0.27558124330451683    0.0016304200609097027   26582695549785673e-22   3405762750318673e-34
1.775   -27.294880465359313 -0.2755877368490993 0.0017509033562239467   30656625427972266e-22   35130774384160277e-35
1.8 -27.294875816978763 -0.27559292941403246    0.0018421272675363679   3393432849773077e-21    3920519365217207e-34
1.825   -27.294871520142514 -0.27559669513573415    0.0019055778622025412   3631226968896256e-21    3579332255603963e-34
1.85    -27.29486763640492  -0.2755989641582828 0.0019429158417381444   37749219480642835e-22   38694164593399056e-35
1.875   -27.294864218642697 -0.27559972272052363    0.001955946116803002    38257251918336355e-22   3894506506989949e-34
1.9 -27.29486131044009  -0.27559901132918807    0.0019465877899773774   37892040040934673e-22   40520412737914693e-35
1.925   -27.294858945638936 -0.27559692114308   0.0019168448984274264   36742943446492257e-22   3189317099162636e-34
1.95    -27.29485714806065  -0.2755935887502336 0.001868778232229465    34923320612837816e-22   38443975018397046e-35
1.975   -27.294855931392735 -0.2755891895689405 0.0018044785060613642   32561426588807897e-22   386847474256367e-33
2   -27.294855299246166 -0.27558393014378735    0.0017260411230419302   2979217938487804e-21    3945091003650975e-34
2.025   -27.29485524537859  -0.27557803963744665    0.001635542730133257    26750000021525333e-22   3910630579989066e-34
2.05    -27.294855754065374 -0.2755717608376398 0.001535019725572967    23562855379639804e-22   3824531535158572e-34
2.075   -27.29485680062703  -0.27556534100624364    0.0014264488406849024   20347562751646355e-22   3882340235093836e-34
2.1 -27.294858352083466 -0.2755590228930137 0.0013117298815559987   17206352622503725e-22   3802612536648301e-34
2.125   -27.294860367934103 -0.27555303622160743    0.0011926706810955132   14224633336340832e-22   3732759337896748e-34
2.15    -27.294862801039404 -0.27554758993005746    0.001070974279021657    1146985886420299e-21    3399338687697038e-34
2.175   -27.294865598592825 -0.27554286541351686    0.0009482283168795798   89913692102657e-20  3829581895566005e-34
2.2 -27.294868703160745 -0.2755390109749164 0.0008258966072593333   6821051859806787e-22    35477254620245753e-35
2.225   -27.29487205377596  -0.2755361376411082 0.0007053128114380533   4974661420797464e-22    3728604532569005e-34
2.25    -27.29487558705961  -0.2755343164495312 0.0005876761374670344   34536322265254053e-23   4022222503029313e-34
2.275   -27.294879238356277 -0.27553357725594263    0.0004740489517336664   22472238874621e-20  39059932908999753e-35
2.3 -27.294882942861378 -0.2755339090585943 0.000365356180854954    1334851189979013e-22    3797591564768116e-34
