L= 50  beta= 0.0  t_max= 5.0  steps= 1000  D= 200  prec= 1.0e-20  delta= 0.1
# t 	 E 	 mag 	 corr 	 err 	 entropy
0.98	-66.62921107616982	-0.6936698820939707	-0.16222273774600277	3507329390710729e-35	0.5043152676275736
0.985	-66.62921909192133	-0.6941572667282997	-0.16201799254881938	3578606143960924e-35	0.5041163246760275
0.99	-66.62922710354745	-0.6946362975507405	-0.1618132635015367	36495384606855766e-36	0.5039217514602207
0.995	-66.62923510631141	-0.6951068928439738	-0.16160857299552178	37200206960926554e-36	0.5037315906711575
1	-66.62924309547415	-0.6955689802263821	-0.16140394233734676	3790158909024738e-35	0.5035458802759453
1.005	-66.62925106630269	-0.6960224966100256	-0.16119939175229206	38602516108367465e-36	0.5033646535348141
1.01	-66.62925901406828	-0.6964673881485046	-0.1609949403888916	3930763209698201e-35	0.5031879390243533
1.015	-66.62926693405056	-0.6969036101750941	-0.1607906063245763	4002293383908057e-35	0.5030157606667246
1.02	-66.62927482154005	-0.6973311271310891	-0.1605864065723486	4075545675657352e-35	0.5028481377647789
1.025	-66.6292826718416	-0.6977499124846276	-0.16038235708847398	4151298229990378e-35	0.5026850850429635
1.03	-66.62929048027505	-0.6981599486401274	-0.16017847278117917	4230378631485029e-35	0.5025266126938479
1.035	-66.62929824217882	-0.6985612268385041	-0.15997476752033243	4313644365088832e-35	0.5023727264301564
1.04	-66.62930595291452	-0.6989537470483703	-0.1597712541480736	4401969289106146e-35	0.5022234275421168
1.045	-66.62931360786453	-0.6993375178483843	-0.15956794449036674	4496236028929433e-35	0.5020787129600304
1.05	-66.62932120244123	-0.6997125563010466	-0.15936484936947154	4597333519642507e-35	0.5019385753217765
1.055	-66.62932873208267	-0.7000788878179796	-0.15916197861727774	47061582561628736e-36	0.5018030030452328
1.06	-66.6293361922607	-0.7004365460171481	-0.15895934108950577	4823617273540743e-35	0.5016719804052678
1.065	-66.62934357847952	-0.7007855725720301	-0.1587569446807146	4950630089173554e-35	0.5015454876152611
1.07	-66.6293508862813	-0.7011260170531766	-0.15855479634012382	50881262751451925e-36	0.501423500912839
1.075	-66.6293581112476	-0.7014579367622613	-0.15835290208818806	5237034649449355e-35	0.5013059926497258
1.08	-66.62936524899942	-0.7017813965589289	-0.15815126703391275	5398260371514078e-35	0.5011929313854612
1.085	-66.62937229520327	-0.7020964686807734	-0.15794989539288967	5572647991058799e-35	0.5010842819847601
1.09	-66.6293792455724	-0.7024032325566231	-0.15774879050599996	5760933189797413e-35	0.5009800057183716
1.095	-66.62938609586803	-0.702701774613448	-0.15754795485877507	5963695346769843e-35	0.5008800603671757
1.1	-66.62939284190458	-0.7029921880772088	-0.15734739010136745	6181335361497531e-35	0.5007844003293102
1.105	-66.62939947954811	-0.7032745727678616	-0.15714709706911534	6414113238977516e-35	0.5006929767301777
1.11	-66.62940600472173	-0.7035490348889132	-0.15694707580367256	666227406337561e-34	0.5006057375350187
1.115	-66.62941241340658	-0.7038156868117491	-0.1567473255746436	6926255683770868e-35	0.5005226276639309
1.12	-66.62941870164495	-0.7040746468550912	-0.15654784490171764	720691313708625e-34	0.5004435891090636
1.125	-66.62942486554341	-0.7043260390598483	-0.15634863157725018	7505655025315898e-35	0.5003685610538093
1.13	-66.62943090127196	-0.7045699929597281	-0.1561496826892603	7824416033249355e-35	0.5002974799937964
1.135	-66.62943680506874	-0.704806643347865	-0.15595099464481627	8165481470009475e-35	0.5002302798593983
1.14	-66.62944257324159	-0.7050361300398857	-0.15575256319378744	8531255563139915e-35	0.5001668921396436
1.145	-66.62944820217197	-0.7052585976336123	-0.15555438345292258	8924060524901142e-35	0.500107246007279
1.15	-66.62945368831245	-0.7054741952657799	-0.1553564499302204	9345991708063933e-35	0.5000512684447991
1.155	-66.62945902819484	-0.7056830763661806	-0.15515875654959665	979880613130674e-34	0.4999988843712166
