# L= 50  beta= [0.5]  t_max= 8.0  steps= 1000
t 	  D= [200]
0.008	-40.244094511619245
0.016	-40.24681041668577
0.032	-40.253496801633105
0.048	-40.262210916818454
0.064	-40.273440360961125
0.08	-40.287745555612446
0.096	-40.30575977629713
0.112	-40.32817707148305
0.128	-40.35575233087524
0.144	-40.389260143601874
0.16	-40.42949007299695
0.176	-40.477195875389576
0.192	-40.53306415715024
0.208	-40.59765879379893
0.224	-40.67137505764752
0.24	-40.75438401266622
0.256	-40.84657926054364
0.272	-40.94752840337741
0.288	-41.05644615647933
0.304	-41.17215259694563
0.32	-41.293079637274744
0.336	-41.41728683490774
0.352	-41.54247432131363
0.368	-41.66606835200446
0.384	-41.785282274096986
0.4	-41.8972139262497
0.416	-41.99896763890093
0.432	-42.08776698836156
0.448	-42.161078145112654
0.464	-42.21672949882768
0.48	-42.253013086675004
0.496	-42.26876790158046
0.512	-42.263447528384376
0.528	-42.23713737445797
0.544	-42.19055798809029
0.56	-42.12503178194509
0.576	-42.042417418449745
0.592	-41.94502610235408
0.608	-41.83550428190825
0.624	-41.71671712855609
0.64	-41.591627673550306
0.656	-41.46316902339673
0.672	-41.33413231423008
0.688	-41.20707331815025
0.704	-41.08423061283644
0.72	-40.96747846211639
0.736	-40.85828721792084
0.752	-40.757724435704226
0.768	-40.66646425872093
0.784	-40.584820389251554
0.8	-40.512777443603554
0.816	-40.45005857894739
0.832	-40.396171100971046
0.848	-40.35046526909362
0.864	-40.31218587219525
0.88	-40.28052647955426
0.896	-40.25466095893798
0.912	-40.233784953951655
0.928	-40.21713947174695
0.944	-40.20402165375451
0.96	-40.1938078288615
0.976	-40.18594869721917
0.992	-40.179969379038475
1.008	-40.175476761556055
1.024	-40.172139303761845
1.04	-40.16969172564513
1.056	-40.16791482126178
1.072	-40.166642568915734
1.088	-40.1657444832649
1.104	-40.16511796957262
1.12	-40.16468564406919
1.136	-40.16439511349517
1.152	-40.16420166518771
1.168	-40.16407794973629
1.184	-40.16399680256476
1.2	-40.163950667688084
1.216	-40.163922343603865
1.232	-40.16390684649717
1.248	-40.163899230121864
1.264	-40.16389458476602
1.28	-40.16389286277978
1.296	-40.16389403092433
1.312	-40.163893249744696
1.328	-40.163890525322174
1.344	-40.163888285822
1.36	-40.16388174495082
1.376	-40.16387576630501
1.392	-40.16386800002615
1.408	-40.16385851776565
1.424	-40.163847403148196
1.44	-40.163834751174356
1.456	-40.163820667530985
1.472	-40.16380526781659
1.488	-40.16378867668749
1.504	-40.16377102693497
1.52	-40.16375245849773
1.536	-40.16373311741861
1.552	-40.163713154752806
1.568	-40.16369272543623
1.584	-40.163671987124154
1.6	-40.16365109900468
1.616	-40.163630220603686
1.632	-40.16360951058139
1.648	-40.16358912553951
1.664	-40.163569218841126
1.68	-40.163549939456495
1.696	-40.16353143084361
1.712	-40.16351382987183
1.728	-40.16349726579673
1.744	-40.16348185929731
1.76	-40.163467721579806
1.776	-40.16345495355784
1.792	-40.163443645113944
1.808	-40.16343387445135
1.824	-40.16342570753654
1.84	-40.16341919764246
1.856	-40.163414384991434
1.872	-40.16341129650454
1.888	-40.163409945655545
1.904	-40.163410332433564
1.92	-40.163412443413606
1.936	-40.16341625193299
1.952	-40.16342171837439
1.968	-40.16342879055017
1.984	-40.163437404187206
2	-40.1634474835059
2.016	-40.16345894188868
2.032	-40.163471682634345
2.048	-40.16348559978764
2.064	-40.163500579041205
2.08	-40.1635164986982
2.096	-40.16353323069141
2.112	-40.16355064164593
2.128	-40.16356859397995
2.144	-40.163586947032016
